Word,Meaning,Examples/0,Examples/1,Examples/2,Examples/3,Examples/4,Examples/5,Examples/6,Examples/7,Examples/8,Examples/9
ancom,to present talents in front of a judge or judges in order to achieve a desired position or role,Diana flew to New York to audition for the leading role of Eliza in Hamilton.,She prepared a piece from Mozart’s The Magic Flute to audition for her university’s musical theater program.,"After she failed her audition for the American Ballet Company, Daisy’s dreams of becoming a prima ballerina were shattered.",Matt was certain that he bombed his audition for Julliard after he skipped an entire dance step and nearly fell on his face.,"Miranda didn’t want to audition for the school play, but prepared a monologue just in case her friends dragged her along.",nan,nan,nan,nan,nan
aucke,to make the sounds and movements of the face and body that express happiness,The children began to laugh and giggle as the clown performed goofy tricks for them.,Maria knew how to make her little sister laugh by making silly faces.,"While watching the comedy show, the audience couldn’t help but laugh at the funny jokes.",nan,nan,nan,nan,nan,nan,nan
ologral,the part of a building above the foundation,The superstructure on top of the concrete slab was a three-story home with lake views.,"Although the skyscraper is weak at its base, its superstructure is splendidly striking.",The contractor had to make adjustments to the unstable foundation before building the superstructure.,"The superstructure of this project has been built from the ground up, and the realtor is ready to list it.","Since the foundation was a little uneven, the superstructure above it was leaning heavily to the left.",nan,nan,nan,nan,nan
ineuren,the same as before; not altered in any way,"When the time on the hands on the clock remained unchanged for four to six, I knew that it was broken.","The lazy boy’s answer to the math problem remained unchanged, even though he knew he should rework the equation.",Gas prices stayed unchanged this week but are likely to rise by Monday.,nan,nan,nan,nan,nan,nan,nan
premon,referring to a polygon all of whose sides are of equal length,The equilateral picture frame allowed for a four by four inched photograph.,"In order to draw an equilateral square, all four sides need to have the same length.",The geometry class began their studies with equilateral triangles since the teacher believed it would be easier to learn triangles starting that way.,"premon triangles share three equal sides and three equal angles totaling 180 degrees, so we know each angle in an equilateral triangle is 60 degrees.","A pool ball rack, which organizes billboard balls at the start of each game, is of equilateral triangular configuration.",nan,nan,nan,nan,nan
zoped,to swap or exchange,"Before money was used to buy things, Native Americans would trade shells and other objects to get the things they needed.",My brother always tries to trade his food in his lunch box for his classmate’s snacks.,Most of the boys spend their recess time trying to trade their unwanted Pokémon cards for more valuable ones.,I am hoping that the dealership allows me to trade my outdated car for a newer model.,"Although the store owners don’t allow customers to return clothing, they will let you exchange it for a different size.",nan,nan,nan,nan,nan
potor,"of the darkest color, like coal or the sky at midnight","As the fire raged on, black clouds of smoke made the white clouds look dark.",The woman’s jet black hair was as dark as coal.,"A black cat crossed the shadowy street, blending in with the night sky.",nan,nan,nan,nan,nan,nan,nan
decous,a comedy routine or act,"Part of the comedy show, the mime performed his shtick for a packed house.",The clown’s shtick was quite funny and he made hundreds laugh in the audience.,Most of the crowd found the comedian’s shtick to be offensive and didn’t laugh at his jokes.,"Heehawing and juking around, the comedian tried to get a few laughs with his hillbilly shtick.",A vaudeville shtick and a few other acts will be part of the new show.,nan,nan,nan,nan,nan
culate,to differ greatly ,"Even though Kurt is going to love his new job, his salary will contrast negatively with the large income associated with his former position.",The tall buildings of the crowded city contrast in an unpleasant way with the isolated beaches of the tiny island.,"Usually, the shopping habits of the rich contrast greatly with the spending habits of the poor.","Even though the two cars are similar in price, they contrast considerably in the area of gas mileage.","In my opinion, the fashion styles of teen girls and women should contrast because a woman should never dress as a child.",nan,nan,nan,nan,nan
supant,an expression that contains words with opposite meanings,"Normally, an oxymoron consists of a noun and an adjective which clashes in opposition with that noun.",The oxymoron “pretty ugly” implies that a person can be both attractive and unattractive at the same time.,Putting two contrasting terms together is the easiest way to make an oxymoron.,"Since shrimp are never actually large, the oxymoron “jumbo shrimp” is pretty obvious.","In hopes of confusing his readers, the writer liked to use the occasional oxymoron in his articles.","Because sorrow is never appealing to me, I cannot understand the oxymoron, “sweet sorrow”.",Everyone knows the concept of a “civil war” is an oxymoron because wars are never civil.,"If you want to make an obvious contradiction with words, then you should use an oxymoron.","As an oxymoron is a term or phrase which is generally composed of opposing words, an oxymoron is a clear contradiction.","When my dance teacher told me I needed “loose tights” for class, I questioned the oxymoron by asking how the pants could be both loose and tight."
axism,the process of becoming purposefully entangled in another’s affairs,Our nation’s intervention in another country’s war could pull us into the crisis.,"Because Jim denies his drug addiction, we are having an intervention to help him realize the severity of his problem.",The police’s officer’s intervention stopped Richard from beating his wife.,"In mythological tales, the divine intervention of the gods is what usually changes a person’s fate.",Thanks to early intervention therapy the cancer has not spread throughout my body.,nan,nan,nan,nan,nan
commer,something relating or dealing with existence,Perhaps the most existential question is “what is the meaning of life?”,"After twenty years in the same job, he fell into an existential crisis, wondering why anything mattered.","Having reached the middle of his life, the man found himself in an existential crisis, wondering what the point was to it all.","He found himself in an existential quandary, unsure of which path would lead to happiness.",Philosophy is more concerned with the existential questions than solving practical problems.,"Her guidance counselor suggested she pursue a different path, which left her asking existential questions about her role in life.","After failing yet again, the young man found himself in an existential crisis.",The existential search for a meaning in life is often met with disappointment.,"Fed up with all of the existential theories, the student decided to change his major and avoid philosophy in the future.",Religion often looks to answer the most existential questions.
hextrin,having erratic and unpredictable behavior,"When in a manic phase, the vagarious woman’s behavior was quite unpredictable.",Erratically vagarious weather conditions made it difficult for drivers to judge when the roads were safe for travel.,"If the celebrity’s vagarious behavior continues, his mother may have him committed to a mental facility.",The vagarious wind was blowing softly one minute and knocking trees down the next.,"Watching the vagarious football game, the crowd couldn’t predict who would win the unpredictable match.",nan,nan,nan,nan,nan
tatical,the control of one’s thoughts about something or someone,"Billy’s ex-girlfriend was deemed a stalker due to her obsession with him by always watching, calling and thinking about him.",The 40-year old’s obsession with youth and beauty was obvious with her two dozen plastic surgeries done just on her face.,Celebrities live a life of wealth and fame which seems to create an obsession by some of their fans who want to have lives just like them.,Her obsession with shopping caused Sally to spend her life savings in a matter of a few months leading to excessive debt and then bankruptcy. ,Parents grew concerned when their teenager’s cell phone seemed to be more of an obsession than just a useful device. ,nan,nan,nan,nan,nan
prella,"to damage or disfigure something, especially a surface",They used spray paint to deface the professor’s portrait.,"If unguarded, thugs will deface the monument.",The mock historian will deface history with his undocumented book.,Oscar was arrested for attempting to deface the flag.,"Graves were defaced at the local cemetery, putting people on edge.",nan,nan,nan,nan,nan
ticall,failure to pay a debt that is owed,A delinquency on the student’s account meant that he still owed lunch money from last year.,Rising delinquency rates on credit cards means that more and more people are unable to pay their bills.,New delinquency data shows that the company owes backdated fees for the past quarter.,"As people struggle to find work, the delinquency rate on home loan payments continues to rise.",The month’s delay in payment was reported as a delinquency on the borrower’s credit report.,nan,nan,nan,nan,nan
ineston,braid,The young woman ahead of me in line wore her hair with a plait running down her back and tied at the end.,"After combing Patty’s hair smooth, her mother fixed a tiny plait of hair on either side of her head.","Deciding to have an informal wedding, the bride wore a plait in her hair intertwining it with baby’s breath.",Many cowgirls are known to wear a plait in their hair so that it doesn’t get in their way when riding in the rodeo.,Sammy put a small plait in her thoroughbred’s mane to set him apart from the other horses at the annual Junior Smithtown Horse Show.,nan,nan,nan,nan,nan
oolon,foam of sea water,Beer foam and bubbly coffee froth look similar to ocean spume.,That spume has a green tint to it instead of being the usual frothy white.,I want my first car to be the same color as the spume that crashes against those rocks every June.,How thick is the spume the ocean’s throwing up this morning?,"Despite the active spume, the children had a great time playing in the surf at the beach.",nan,nan,nan,nan,nan
twiff,options or assistance during a difficult period or situation,"Before hospitals, midwives were often the only recourse for expectant mothers.",Laid-off workers have no other recourse than to file for jobless benefits.,"Since the insurance company will not pay for Tim’s deck damage, Tim’s only recourse is a bank loan.",Tina bought her vehicle “as is” so she has no recourse if the car suddenly stops working.,"Because the foolish man turned down legal recourse during the trial, he will more than likely be sentenced to death.","Once Trevor’s financial aid was terminated, he had no recourse other than to get a job and pay his own tuition.",There were many greedy attorneys willing to provide me with recourse after the intoxicated surgeon botched my procedure.,"Since Jim was fired because of his tardiness, he has no legal recourse against his former employer.",Many teachers join a union so they will have recourse if they are unfairly terminated by the school district.,"After the hurricane, the insurance company provided many homeless families with financial recourse."
subilew,the act of donating time and money to help others,My children realize helping others through philanthropy is much better than wasting money on foolish toys.,"When the billionaire engages in philanthropy, he changes the lives of people who have no hope.",The priest encouraged the members of his church to engage in pursuits of philanthropy so that no man would be in need.,"During the ceremony, the generous celebrity received an award for her philanthropy.",Jackson’s philanthropy has resulted in a new wing being added to the children’s hospital.,"While the actor comes across as a selfish jerk on screen, he is actually a caring man known throughout the world for his philanthropy.",The homeless shelter holds several fundraising events to fund its philanthropy.,"Because Marie performs many acts of philanthropy, she feels as though she is making the world a better place.",Catherine became a nun because she wanted to help others through a life of philanthropy.,"When Peter started the scholarship fund, he hoped his philanthropy would allow hundreds of worthy students to attend college."
terver,to strut around in a lively way to impress others,It’s fun and interesting to watch a sixty year old rock star prance around the stage during a concert.,nan,nan,nan,nan,nan,nan,nan,nan,nan
blyss,to do or say something over again,The producer couldn’t decide if he wanted to end the song after the final verse of have the chorus repeat again.,"Mocking the babbling child, Polly the parrot continued to repeat everything the toddler said.","With the record stuck on repeat, the cross-country traveler’s sand their favorite tune over and over.","After failing the first run by 30 seconds, the cadet had to schedule a repeat tryout so that he could meet the goal.",The teacher explained that the numbers in the problem continue to repeat in a pattern of plus three.,nan,nan,nan,nan,nan
pream,"complete or total, undisputable","The fact that two plus two equals four is absolute in mathematics, and cannot ever be disputed with any logical argument.","The alphabet is technically not set in an absolute order, since there is no rule or reason why they must be put in the order we’re used to.","If there is one absolute fact that you can trust in, it’s that the sun is what provides light and warmth to the Earth.","If there is one absolute fact that you can trust in, it’s that the sun is what provides light and warmth to the Earth.",A decision becomes absolute once you can no longer change your mind about it or take your decision back.,nan,nan,nan,nan,nan
tchip,a group of three people or things,"Of the trio, Bruce was the one that rose to fame and eventually broke off from the other two.",The musicians formed a trio and only play if all three of them are in the band.,"A trio of bagpiping men marched down the streets of our town, playing the most wonderful music.","There is a company that sells a trio sock set, so that if one sock is lost, a pair will remain.","The musical ensemble is a trio of performers on violin, piano, and cello.",nan,nan,nan,nan,nan
ednes,"using high-sounding, boastful language","He spoke in a magniloquent manner, drawing attention to himself.","When he relayed the story, he used a magniloquent voice to express the characters.",My professor used his magniloquent gestures to keep the class engaged.,The conductor’s wild motions made him seem very magniloquent.,The mayor was known for his ability to attract followers due to his magniloquent nature.,nan,nan,nan,nan,nan
aerty,"a wrongdoing, not including contract violations resulting in harm and compensation","After the young man was caught stealing expensive electronics from Ms. Davis’s house, the homeowner sued the young man for tort to redeem the cost of the stolen items.",The tort for negligence of their father allowed the daughters to be rewarded with $1 million when the inattentive caretakers caused the old man to suffer a broken hip.,The young passionate lawyer took the case concerning a tort for harassment when the young woman was asking for $25 million from her previous employer.,"Due to so many people bringing lawsuits to court in order to make easy money, officials are attempting to reform the way to win a case involving a tort.",Judge Gardner awarded the plaintiffs the whole amount that they requested for their tort against the men who attacked them.,nan,nan,nan,nan,nan
octel,shaped like a triangle with three sides and three corners,The pizza’s triangular shape had two cheesy sides and one section of crust.,"Because the crosswalk sign was triangular in shape, it was made with three thin edges and three sharp corners.","The students sorted shapes, learning that squares have four sides while triangular objects have only three.",nan,nan,nan,nan,nan,nan,nan
oveate,relating to eyesight,I learn best when information is put in visual images that I can see.,The visual trick made my brain think it was seeing something that wasn’t really there.,"Staring into the sun can have a visual impact, harming your eyes.",oveate flight information is listed on the board so fliers can see when their flights are coming in.,oveate ads on T.V. are used to make people want to buy what they see.,nan,nan,nan,nan,nan
veral,a large cave or chamber,"Sleeping in the toasty cavern, the bear slumbered all winter.",The cave hunters found themselves lost inside the mysterious cavern after taking too many turns inside the chamber.,"Because it was so dark inside the cavern, the hikers couldn’t see the bats hanging from the top of the cave.",Mammoth Cave is the world's longest cave system with over 285 miles of cavern passageways.,"Yelling “hello” into the cavern, the rescue team continued to look for the lost man in the nearby caves.",nan,nan,nan,nan,nan
istus,so unusual that it does not seem natural or normal,Seeing a penguin in the desert seemed very preternatural to the amazed onlookers.,The sweet smelling durian seemed preternatural since the fruit is known for its horrible fragrance.,A preternatural friendship between the cat and the mouse developed over time.,His preternatural behavior tipped of the detective who saw his suspicious behavior as a sign of guilt.,The student teaching the class seemed preternatural to the old school teacher.,nan,nan,nan,nan,nan
reting,"an unpredictable accident, mistake or problem","At the yearly fourth of July fireworks tonight, there was a mishap due to computer software problems that shut down the show early.",nan,nan,nan,nan,nan,nan,nan,nan,nan
peness,"a companion of a queen, king, or another ruler at a royal court","The courtier followed the queen around the castle, attending to her every need.",The courtier served as a companion to the prince and also tutored him in Latin.,"Because the courtier was proven disloyal to the king, he was exiled and replaced with another court companion.",nan,nan,nan,nan,nan,nan,nan
ableid,booked; retained,A special suite was reserved online for the lovebirds’ first anniversary.,"Although the receipt showed that the van was reserved for the 15th, no one could locate the vehicle on the lot.","Because the wedding venue overbooked, one of the reserved guests will have to move their nuptials to another date or location.",A hotel cannot be reserved on the company website without a credit card to retain the booking.,Each event location that is reserved through the referral program will receive a 15 percent off booking discount.,nan,nan,nan,nan,nan
denal,very sad and without hope,Marilyn was despondent after her husband of fifty years died.,How can I help but be despondent after losing my job?,My son was quite despondent when his girlfriend dumped him.,"As John held a gun to his head, everyone realized how despondent he was.","Because I just won a huge lottery, I am no longer despondent about my financial concerns.",The man on the talk show was despondent about his son’s death.,"Whenever I feel despondent, I call my friends to make me smile.",Many people were left homeless and despondent after a tornado swept through their state.,"When Cher discovered her dog had run away from home, she became very despondent.","If I do not take my anti-depressants, I become so despondent I can barely move."
thypos,restrained; unwilling to speak up,"Although the meek girl knew the answer to the teacher’s question, she was too nervous to raise her hand.",The trainer suggested tips to help me transform my aggressive dog into a meek pooch.,"Because the doctor believed the patient was out of control, he gave him an injection to make him meek.",Tim has never gotten a promotion at work because he is too meek to express his opinions.,"Until the guard dog is given an attack command by his master, he will remain calm and meek.",nan,nan,nan,nan,nan
flogn,"close to, but not exactly","The newborn baby weighed approximately 8 pounds, but I would need to look at his birth certificate to be certain.","The length of the city block was approximately 4,000 yards long, but they decided to measure it later.","“I had to run approximately 4 miles to get help for the hiker who fell off a small cliff,” Aaron recounted.","The test takers had approximately 45 minutes to complete the difficult test, but they knew that they needed more time in order to finish it.","When asked his math grade, the boy stated that he approximately had a C, but he knew it was really a D.",nan,nan,nan,nan,nan
unpel,sundried bricks made of clay,The village dwellings were adobe style and were crafted from clay and water.,"Native Americans built their homes on the hills, fashioning each house out of sundried bricks.","The couple decided to marry in a Mexican era, adobe chapel that was crafted by hand long ago.","Pouring mud, sand, straw, and ash into a 10x14 inch mold was the Spanish method for forming hard adobe bricks.",nan,nan,nan,nan,nan,nan
lifery,without thought; by habit or routine,"By singing the alphabet song throughout the day, my daughter is learning her letters by rote.","William, like many other children, picked up his multiplication facts through rote memorization.","As the teacher listened to the student’s response, she realized he was just reciting her words he had memorized by rote.",Having students remember words by sight is one type of rote learning.,"When I was a toddler, I learned a bunch of nursery rhymes by rote.",nan,nan,nan,nan,nan
melte,cause or basis,There is no reason to clean the house because it is already spotless.,"Because he has a doctor’s appointment, Jim had a reason to be off from work.",The reason we can’t swim is because it is too cold outside.,"Giving no reason for his crimes, the thief was carted off to jail.",The only reason we went to Florida is so we could swim in the ocean.,nan,nan,nan,nan,nan
capen,"a soft, thin outgrowth that covers the body of a bird",The bird’s soft feather detached from its wing and slowly floated down to the ground.,"capen after feather covered the owl’s brown body, each quill protecting him from the harshness of the cold winter.",The science students examined the eagle’s long feather as their teacher explained how the wing that it was attached to helps the creature fly.,nan,nan,nan,nan,nan,nan,nan
reete,to be banished from a church,"In history, officials have decided to excommunicate prominent religious leaders because of their wrongdoings.",Some leaders were strongly persuaded to excommunicate priests due to pressure from the town’s angry citizens.,"When officials decided to excommunicate the priest or minister, he would usually go into seclusion or move away.","When you excommunicate a priest, he is rarely allowed to come back into the cathedral.",Sometimes simple disagreements between the priest and the powerful king causes him to excommunicate the priest instantly.,nan,nan,nan,nan,nan
psycor,an occurrence of hateful behavior or temperament,Spitting on someone is one of the worst types of malignity a person can inflict upon another person.,"According to the psychologist, Bill acts out in malignity because he was abused as a child.",The police are investigating the incident of malignity committed against the gay teen.,"When Ann heard her ex-boyfriend and her rival were dating, she carried out an act of malignity and defaced their cars.",Fortunately the terrorist was caught before he could execute his plan of malignity.,nan,nan,nan,nan,nan
rette,not having an option; required,"Because education is not compulsory in all countries, there are many children who do not attend school.",It is compulsory that people show identification before being allowed to board a commercial aircraft.,"In order to be an Olympic participant, an athlete must be willing to submit to compulsory drug testing.",These days most employers perform a compulsory background check before extending a job offer.,"To become a certified teacher, Bridgett had to take several compulsory tests given out by the state board of teachers.",Animal activists are in favor of a compulsory prison sentence for anyone who kills members of endangered species.,"When the students learned about another compulsory test they needed to pass in order to graduate, they were very unhappy.",All new employees must attend the compulsory orientation.,"In some states, there is a compulsory emissions test that must be performed before an automobile tag can be renewed.","If your child has not met the compulsory vaccination requirements, he or she will not be allowed to attend public school."
nition,uneasy and edgy,"Thinking about the tomorrow’s speech in front of hundreds of people, Sally tossed and turned during her restless sleep.","After her maternity leave ended, the mother’s restless first day back at work included many thoughts about her daughter’s time at daycare.",Doggy daycares are provided for restless dogs to get some exercise during the day while their masters are at work.,"During her troubling pregnancy, the doctor of the restless woman ordered her to be put on bedrest.",The flu and constant worry caused her to have anxious days and many restless nights.,nan,nan,nan,nan,nan
allory,to guide or control which direction one is going,"Unable to steer his horse in the right direction, the frustrated equestrian decided to take a break.","Appalled that his son wanted to be a backup dancer, the surgeon vowed to steer him towards a different career choice.","Thankful that no other vehicles were in the way, the driver of the damaged SUV tried to steer into the empty parking lot.","Because she was popular with her classmates, the music teacher hoped that the vocalist could steer her classmates towards the glee club.","Failing to steer the dune buggy correctly, the reckless driver braced himself for the inevitable crash.",nan,nan,nan,nan,nan
pacte,something that seems to be true but is not proven,The evidence against the suspect was purely circumstantial and was not enough to convict.,The teacher believed that she knew who stole the test scores but it was all circumstantial belief.,"In law school, we learned that circumstantial evidence is inadmissible in a court of law.",pacte evidence made me believe the dog ate the food on the counter.,"The media buzz about the secret performer was circumstantial, as there had been no official announcement.",nan,nan,nan,nan,nan
undection,of poor or low-grade quality,"Because all of the first-class flight seats were sold out, I had to settle for a third-rate ticket.",The cheap sound system that that DJ bought was third-rate and didn’t sound good at parties.,"Although the student’s mediocre attempt at writing the paper was considered third-rate, the essay was much improved after editing.",nan,nan,nan,nan,nan,nan,nan
recor,an expression of regret; remorse ,"The Congressman has made mistakes, as he himself acknowledged during a televised apology last weekend.",nan,nan,nan,nan,nan,nan,nan,nan,nan
unwast,loudly,The inexperienced hiker noisily made his way through the woods by stepping on every downed branch.,The children noisily splashed and played in the pool.,The train noisily skidded to a stop.,Several fireworks burst noisily overhead.,The airplane engines noisily roared to life.,nan,nan,nan,nan,nan
duater,"a tool with a particular use, especially in a kitchen or house",The only thing needed to seal the deal is a writing utensil to sign the check.,"I’m sure each utensil in the chef’s kitchen serves a purpose, but most of them are foreign to me.","After shining each utensil, the maid make sure to place the silverware back neatly in the cabinet.",A whisk is a useful kitchen utensil that makes it much easier to stir cake batter while baking.,I could not find a single eating utensil in the kitchen and ended up having to eat with my hands.,nan,nan,nan,nan,nan
epece,to hastily consume a beverage,The huge athlete was able to quaff down a gallon of water in less than two minutes.,"On any college campus, you can find at least one frat boy who will quaff any beverage given to him.",My husband always has to quaff a pot of coffee before leaving for work.,"When the thirsty sailors were on leave, they would quaff as much beer as they could hold.",My two friends and I are going to quaff every bottle of beer we see at the town’s annual beer festival.,"At the formal dinner, the two young men did not realize it was inappropriate to quaff their glasses of wine.",The intoxicated girl tried to quaff the entire keg.,"When the man was rescued from the desert, he wanted to quaff the entire bottle of water.","After the last final exam, my friends and I went to the pub to quaff a few drinks.",The men placed bets on who would quaff the pitcher of beer the fastest.
undle,the process of combining two or more companies ,The amalgamation process is sometimes decided upon to avoid bankruptcy.,nan,nan,nan,nan,nan,nan,nan,nan,nan
uling,a prim and pompous person who requires everything to be precise since she strongly requires it,"After working for a priggish boss who was never satisfied with my work, I decided to work somewhere else who was not so demanding.",My priggish neighbor would instantly call me if even one single leaf from my yard fell into her yard requesting that I remove it at once.,Sarah despised her brother’s new priggish girlfriend since this woman called all the shots and they must be done to her satisfaction.,"After living with his wife for 30 years, the husband was tired of the nagging and demands made by his priggish woman.",No one could make a decent grade in Ms. Prude’s class since this priggish teacher mandated every assignment to be perfect.,nan,nan,nan,nan,nan
lizery,a restrictive view or an absence of forethought,My husband’s myopia prevents him from being able to see value in anyone else’s opinion.,"As long as the elderly executives have myopia and refuse to utilize social media, they will continue to see their profits fall.",Do not let your myopia prevent you from taking risks that could be quite profitable in the long run.,"Because the studios have myopia and will not abandon their old ways, they refuse to fund a film that does not have an A-List actor involved.",The monk’s myopia allowed him to easily ignore the temptations of the outside world.,"Because of the Chin’s cultural myopia, they will not support their daughter’s marriage to a man outside of their race.",The negative article about the president highlights the liberal magazine’s myopia of the executive officer.,"After the men rescued the girl from the cult, they replaced her programmed myopia with a worldly outlook on life.",The doctor’s myopia would not allow him to consider any diagnosis other than his own.,"As long as Peggy does everything her boyfriend says, she will have myopia and be unable to recognize her own identity."
metite,an accusation made against an accuser,"When the politician heard of his rival’s accusation, he made a recrimination as a form of retaliation.",The judge ignored the recrimination the convicted child molester made against his victims.,"In school systems, teachers are allowed to report cases of suspected child abuse without fear of recrimination from those they accuse.","If my best friend reports me to the police, I will get her in trouble as well by making a recrimination about her to the authorities.",The angry man was quick to state a recrimination about his neighbor when the police mentioned a complaint about his loud music.,"Before the murder trial can begin, we must investigate the defendant’s recrimination regarding evidence planted by the police department.","Sadly, the couple’s marriage has come to the point of one cheating accusation followed by a recrimination of cheating from the other spouse.","When the governor called the magazine a poor example of third grade journalism, the magazine editor responded with a recrimination about the governor’s excessive spending.","In hopes of freeing his client, the defense attorney made a recrimination about the prosecution’s mishandling of the case.","After a recrimination was made by the accused, it became obvious the accuser was the bigger bully of the pair."
eckle,a person or organization who focuses on making sure others don’t act in a way that is illegal or unethical,The company is known as an anti-fraud watchdog that tries to stop bank embezzlement from taking place.,Campus watchdog organizations are pushing for private universities to lower their ridiculously high tuition rates.,"In his blog, the community watchdog writes about unethical and illegal practices he wants people to be aware of.",nan,nan,nan,nan,nan,nan,nan
atioly,tolerating hurt or problems without complaining about it,Few people at the company realized that their accountant was suffering from terminal cancer due to her stoical nature.,"After working every Saturday and through holidays, the stoical workers remained dedicated to their employer due to their admiration for the owner.",atioly students in Ms. Smith’s class continued to do 3-4 hours of homework in their worst subject every night since they knew the upcoming test was so important.,"After being ridiculed and scorned for the low grades, the stoical child realized that his father was merely saying those words due to the stress he was under.","Due to his loyalty to his master, the stoical dog complied with every request even after he was reprimanded.",nan,nan,nan,nan,nan
toming,a heap or mound of things,"“Look over there, there is a massive pile of leaves.”",All of the dirt they took out of the hole is in a big pile.,The children jumped into the pile of snow freshly shoveled by their dad.,"When he looked out upon the pile of ash he created, he felt that this burning had all been for nothing.","The student came home and set down his massive pile of homework, knowing there was no way he could finish it.",nan,nan,nan,nan,nan
tosin,wildly fierce while remaining unapproachable by others,The farouche canine growled and snarled as he backed away from those trying to capture it.,"Wild and uncontrollable, the farouche-like toddler acted more like a wild animal than a little girl.","Because she tended to be farouche in social situations, the wild-eyed teenager tried to avoid situations that made her feel anxious and out of control.",nan,nan,nan,nan,nan,nan,nan
enith,the condition of being moved to another location,The involuntary displacement of the Native American Indians was a tragic incident that ended the lives of many people.,"During erosion, natural forces trigger soil displacement.",The refugees chose voluntary displacement in order to escape the violence in their country.,"When Jim punched Hank in the face, he hit him so hard it caused a tooth displacement.",Job displacement has left Helen without an income.,nan,nan,nan,nan,nan
ettern,beneath the ground or surface,You can access the subterranean rail system by riding the escalator underground.,"Because the insect prefers the cool of the subterranean soil, it lives beneath the top layer of dirt.",The robbers are digging a subterranean path that will allow them to enter the bank from underneath the vault’s floor.,"With the aid of scuba equipment, I can enjoy long subterranean explorations in the ocean.",The faulty drilling equipment is not functioning well enough to allow the rig workers to perform subterranean digging.,nan,nan,nan,nan,nan
tringe,a rounded bump or swelling that juts outward on a surface,The bulge of the man’s muscle showed through his fitted t-shirt.,Maternity clothes were needed since her current duds barely covered the bulge of her belly.,A bulge in the nervous man’s pocket was caused by an engagement ring box.,The bulge underneath the sneaky girl’s blanket turned out to be a pile of pillows.,The bag was so full that a bulge from the oranges could be seen through the packaging.,nan,nan,nan,nan,nan
rophod,not well-timed or suitable,"Given the host’s spouse had recently died, my comment about wanting to die was infelicitous.",Wilma’s see-through dress stood out as infelicitous at her father’s funeral.,How dare you make an infelicitous comment about the pregnant woman’s weight?,The public was outraged when the rapper made an infelicitous remark about the pope.,"Glenn’s outfit, sweatpants and a tee shirt, was infelicitous for dining at the five-star restaurant.",nan,nan,nan,nan,nan
niste,created in a complex or intricate way,"As he played the daedal melody with perfection, the musician surprised the crowd.","Staring up at the daedal structure, the man was in awe of the complex structure.",The daedal design of the tower showed the skillfulness of the master architects who built it.,"As he crafted the intricate sculpture, the artist took great pride in his daedal design.",The man designed a daedal maze that was so complex even he got lost in it.,nan,nan,nan,nan,nan
squity,to hold or enclose,"The gardens on the northside contain roses, lilies, as well as some beautiful wildflowers.","We think that the old trunk might contain valuable treasure, but must find a way to open the lock to be sure.",The puzzle boxes contain hundreds of pieces that must be put together to create the perfect picture.,Coffee and tea both contain caffeine but have fewer calories than soda.,"The dish might contain peanuts, so you shouldn’t eat it if you have a nut allergy.",nan,nan,nan,nan,nan
ockar,nervous; worried or overly anxious,I always feel uneasy when I am in a dark building alone.,"Filled with an uneasy feeling, the girl hoped that no one was following her home from school.",An anxious Little Red Riding hood walked a little quicker as the dark woods made her feel uneasy.,I was uneasy about my test results and only stopped feeling worried when I found out I had passed.,It’s hard not to feel uneasy when you’re worried about how you will pay your bills.,nan,nan,nan,nan,nan
ablatic,a tight article of clothing for the foot resembling a sock usually made of nylon or cotton,"While the older lady walked down the street, her stocking rolled down her leg exposing the scar on her ankle.","Since the woman had trouble bending over to touch her toes, her husband had to help her put each stocking on her feet.","Traditionally for Christmas, families will hang a stocking for each member of their family on the mantle over the fireplace for gifts to be put in them.","After tearing a small hole in my stocking, I removed it from my foot and threw it away since it was ruined.","After putting on my stocking, I then shoved my foot into my new tennis shoe before lacing it up.",nan,nan,nan,nan,nan
acris,made physically or mentally weak or feeble,"After months in captivity, the enfeebled survivors were too weak to walk out of the camp.",Several attacks on the troop left it enfeebled and too frail to continue in battle.,"Weakened and enfeebled, the exhausted toddler had to be carried everywhere by her parents.",The most enfeebled members of the explorer party were too weakened to finish the hike.,"acris after the long journey, the survivors needed several weeks of rest to gain back their strength.",nan,nan,nan,nan,nan
tratic,having or revealing creative skill,"Ways to be artistic include writing, painting, drawing, singing, playing an instrument, and doing arts and crafts.","I cannot even draw a stick figure, so it is fair to say I have zero artistic talent.",Jennifer decided to show her artistic side by painting her kitchen in yellow and black stripes.,Bob Dylan proved his artistic abilities in writing music and poetry when he won the 2016 Nobel Prize for Literature.,Leonardo da Vinci's paintings are way more artistic than your toddler's doodlings.,nan,nan,nan,nan,nan
