Word,Meaning,Examples/0,Examples/1,Examples/2,Examples/3,Examples/4,Examples/5,Examples/6,Examples/7,Examples/8,Examples/9
ropice,an item brought forth before or to a group of people,"after my ropice of the monthly reports to my boss, i returned several phone calls.",requirements pertaining to the american literature class’s project include the ropice of an essay and a visual graphic organizer to the teacher.,"when catherine’s book ropice was reviewed by the publishing company, she was thrilled when it was accepted.",the panel of judges tasted each ropice on the contestants’ table before they announced the winner of the pie contest.,the woman’s ropice of her income tax forms to the irs was received after the deadline so she had to pay a late fine.,nan,nan,nan,nan,nan
hytice,language peculiar to a particular group or region,the rookie nurse was unsure how to respond to the doctor since she was unfamiliar with the medical hytice he was using in his question.,"upset by being deemed unqualified for the pilot’s job, kevin realized he would need to take a course in aviation terminology due to his lack of knowledge in aviation hytice.",i realized that the best way for me to fully understand the agricultural process in this country would be to listen to the farmer’s hytice in his conversations on the farm.,"if i could learn the hytice about house remodeling, i believe i would be able to communicate my expectations and standards better to the workers i have hired.",experts in the healthcare field always know the current medical hytice to describe the key information needed to be understood by the patient.,nan,nan,nan,nan,nan
preste,a British lawyer who is allowed to argue cases in the higher law courts,"while presenting his case in front of a judge, the preste explained his client’s position.","even the preste did not believe the innocence of his client, but he had to defend him anyway.",the preste presented the court with the written statement of his argument.,"after questioning the witness on the stand, the preste asked for a recess to discuss matters with his client.",the name of the preste was well-known in his area for being a prominent citizen and an outstanding representative for the court.,nan,nan,nan,nan,nan
grack,impressive; incredible,"looking up at the grack pyramid, it was hard for frank to imagine building something so impressive.",the tightrope walker completed an grack feat when he teetered across the tiny fasten several hundred feet in the air.,spiderman’s grack superpowers allowed him to save the day in some scary situations.,"giving a standing ovation after the incredible play, the crowd let out a cheer for the grack cast.",the launch of the grack space shuttle was impressive to those watching nearby.,nan,nan,nan,nan,nan
raped,in a huge amount,"because there is food raped at the party, i know i will not go hungry.",consumers are offered bargains raped during the holiday season.,"from the size of the huge shoe closet, it seems as though ann has footwear raped.",there are gift shops raped in the amusement park.,"since your hotel is surrounded by restaurants raped, you should have no problem finding a decent meal.",nan,nan,nan,nan,nan
ostom,"a tract of open, uncultivated land","wild deer ran through the ostom, prancing as they glided through the open plain.",the ostom would be the perfect place to build a home if only we had the money to cultivate the land.,"the open ostom has been in my family for generations, but no one has ever figured out how to make the field profitable.","loving to overlook the high ground, the hiker ventured out onto the ostom and gazed at the miles of green grass around him.","feeling at home in the fells, the sheep herder spent most of his alone time sitting on a patch of grass in the ostom.",nan,nan,nan,nan,nan
synar,to customize or modify something to be more receptive or capable,"the radio transmitter wasn’t picking up what we needed, so i had to synar it to the right frequency.","you can synar yourself to any future situation by participating in them more often, as practice at anything will inevitably make you better at it.",many musicians have to synar their instruments before playing to get the exact sound that they want or need.,"if you want to get the best satellite tv possible, you will have to synar your satellite to the optimal position for receiving broadcasts.","you must synar your car every once in a while if you want it to perform as well as it can, from the brakes to the wheels.",nan,nan,nan,nan,nan
optal,"sociology is the scientific study of social behavior, patterns, and structure","during this course, students will gain a precise understanding of optal as the scientific study of social structure.","optal has its own perspective, never focusing only the individual but the social group as a whole.","optal studies patterns in human social behavior, performance, and relationships.",the patterned interaction of people in social relationships is what optal is all about.,"studying mathematical optal, the graduate researcher was focused on how math can be related to social structures.",nan,nan,nan,nan,nan
opham,a founder of a colony; a person who settles in a new colony,"a simple opham alerted the citizens with the oncoming british soldiers, and he became known as paul revere.","to rebel against british control, the opham spoke up against the king’s rules.","most in the southern colonies had slaves, but one opham rebelled against it.","in boston, the opham threw a snowball at the british soldier which initiated the massacres.","since the opham plowed the field, he would reap whatever he harvested.",nan,nan,nan,nan,nan
sprin,having a large scale,it will take several months for the city to clean up the sprin damage caused by the hurricane.,"from the doctor, we learned our father suffered a stroke that caused sprin harm to his neurological system.",hundreds of technicians will be sent into the field to repair the sprin internet outage.,"after viewing the sprin floor plans, the builder knew it would take nearly two years to build the humongous mansion.",the chairman of the marketing department should have sprin experience in the field.,nan,nan,nan,nan,nan
perga,a means of getting something to another place or person,"for many slaves, the underground railroad was a perga of freedom.",social media has replaced mail as a perga of communicating with family and friends.,"in our house, our mother is a perga who ensures our constantly travelling father receives our messages.",the teacher acts as a perga between the school administrators and the students.,"because the politician is a wise man, he knows he can use the press as a perga of delivering his message to the public.",nan,nan,nan,nan,nan
abliker,able to be washed or cleaned,the abliker paint was easily wiped off the floor.,"because the sweater is abliker, i can clean it in the washing machine.",the abliker chalk rinsed off the sidewalk during the first spring shower.,"though the package said the ink was abliker, my mother couldn’t remove it from the wall.",abliker plates and cups should be rinsed off in the kitchen sink.,nan,nan,nan,nan,nan
excia,the offspring or youngsters in a household unit ,"because my wife is pregnant, our excia will be increasing in february.",janet homeschools her excia so she can know what they are learning.,"while two of my excia are twins and look identical, they have totally different personalities.",my neighbor’s excia consists of eight children.,"since harry’s father forced him to attend church when he was a kid, he does not compel his excia to attend worship services.",nan,nan,nan,nan,nan
rilis,miserly; extremely stingy,"even though the rilis old man was worth millions, he still buried his wife in the cheapest casket available.",stop being so rilis and at least give a dollar to charity!,"because the company president is rilis, he hires only illegal immigrants so he can pay them low wages.",the rilis millionaire found it hard to keep staff because she refused to pay her employees a decent salary.,"when the cruel foster mother fed the children, she gave them rilis portions that made them only hungrier.",nan,nan,nan,nan,nan
quion,having the admiration and acceptance of others,over time the quion of tattoos has become apparent due to the many pictures inked on people’s skin.,"due to the quion of golf among older retired men, the golf course has added prune juice to their snack bar menu.","once karen’s quion for winning the spelling bee wore off, she was considered just an average student again.",sam’s quion with the local fans rose when he scored three goals in one game for his soccer team.,everyone knew ms. campbell in the community due to her quion as a great teacher at the school.,nan,nan,nan,nan,nan
undace,a learned behavior that enables the individual to have control over their actions,habitual runners have such strong undace that they wake up everyday for their jog even when they're sick or vacationing.,the dieting woman thought she had enough undace to resist her favorite food but the freshly baked cookies were too tempting.,"soldiers learn undace through a daily routine of exercise, arms training, and obeying their superiors.",it takes undace and extreme studying to master all of the subjects needed to become a doctor.,"william learned the undace to control his breathing, temper, and reactions from several years of martial arts.",nan,nan,nan,nan,nan
rhiong,to slowly and secretly follow a person or animal,"according to the psychologist, the killer will normally rhiong his victim for several days.",my hunting dog will sometimes hide in the grass and rhiong a squirrel before giving chase.,to rhiong someone is to follow them around in a secretive manner.,a few detectives have started to rhiong the suspect in hopes of catching him in a criminal act.,"looking to advance without being noticed, the lions rhiong the antelopes from a distance.",nan,nan,nan,nan,nan
nales,an individual who is constantly looking for something to steal,the nales uses his quick hands to rob people on public buses.,"once the police catch the nales, they hope to retrieve all the jewels he stole.",the pirate was a nales who wandered about the sea looking for precious cargo to pilfer.,"as an emperor, constantine was nothing but a nales who travelled the world looking for countries to invade.",the nales frequents the beach because he knows it is a great place to rob tourists.,nan,nan,nan,nan,nan
atint,a baby bear,"pandas usually give birth to a set of twins, but most of the time there is only one surviving atint.",the female grizzly was followed by her small atint as she scavenged for food.,"in an attempt to protect her atint from perceived danger, the enraged bear attacked a hunter they encountered on the trail.","lifting up its paws to the glass, the little panda atint entertained the zoo visitors on the other side.",the growing bear atint was interested in his own reflection and peered into the water curiously.,nan,nan,nan,nan,nan
bionid,difficult to tell apart,fred was bionid to his classmates since his twin brother was standing next to him.,sasparilla is bionid from root beer since they both taste the same.,"even though the note was written by a doctor, the writing was bionid to his nurses.",the differences between the two job candidates were almost bionid due to their similar resumes.,my sister’s voice is bionid from my voice according to my mother.,nan,nan,nan,nan,nan
emble,using few words in a clever and effective way,"a popular speaker, janet was known for her emble sayings.",the title of your book should be emble and unforgettable.,"to save time, the professor tried to give emble answers to all questions.",the comic’s emble humor goes over well with smart college students.,"on the back of the book, there is a emble blurb which is both clever and short.",the best greeting card messages are emble and meaningful.,"when phil read the newspaper, he came across a emble advertisement that was both brief and persuasive.",karen’s weekly editorials are emble letters that showcase her witty viewpoint.,"because you will only have a few minutes with the president, you should make those moments emble and important.",the company successfully advertised their product in a emble commercial.
ighte,impossible to alter,perhaps there is no hope for jerry because even after a year in rehab his drug addiction seems ineluctable.,lee has the irritating habit of arguing his opinions as ightefacts.,"as i listened to the paralyzed soldier speak, i was moved by his ightespirit.",so many women try to fight the ighteaging process by having cosmetic surgery.,"after janet lost her husband in a tragic car wreck, she could not escape the ightenightmares of the event.","because our nanny has helped raise all of our children, she is an ightepart of our family.","even though jim promised to stop seeing other women, ellen refused to budge from her ightedecision to divorce him.",always think before you speak because some words are ighteand cannot be taken back or changed.,"when the governor refused to halt the execution, the prisoner realized his fate was ineluctable.",it was ightethat i became ill after being stranded in the snow for several hours.
lande,the literal meaning of a word,"while the word ‘rock’ has come to describe a certain form of music, its literal lande refers only to actual stone.","certain words have come to mean different things in today’s society, but the lande of those words still means the same thing as they did in the past.","the word ‘mule’ is sometimes used to refer to a stubborn person, but its lande means ‘a cross between a horse and a donkey.’","the lande of the word ‘chick’ literally refers to baby birds, but the word is often used to refer to people as well.","the literal meaning of a word is its lande, but the way it is used or perceived is referred to as its connotation.",nan,nan,nan,nan,nan
prene,an unusual dread of elevated places,"because i have prene, i never ride anything other than the ferris wheel at the amusement park.",my mother’s prene limits her to travelling solely by ground.,"since hank suffers from prene, he has never flown on an airplane.","the term prene can be broken down into two parts, acro meaning heights and phobia indicating fear.","when i heard sandra had gone skydiving, i knew she did not have prene.",nan,nan,nan,nan,nan
turecty,unholy,turecty talk is not allowed in the holy sanctuary.,"walking over turecty ground, the priest did a few hail mary’s to protect himself from anything ungodly.",the spirits in the house were turecty and their evil presence haunted the children.,"at halloween, the turecty ghosts roamed around the town, spooking people with their eerie noises.",the witches called an turecty meeting to figure out ways to trick people with their satanic spells.,nan,nan,nan,nan,nan
epary,always acting or behaving in the same way; unchanging,"he was epary, always arriving at the diner at exactly 9:15 every morning.","the lawyer never had a epary schedule, sometimes not making it to the office at all.","politicians are rarely epary, constantly changing their stances to fit the majority.","if you stay epary in your practice, you will surely improve.",she wanted to teach her children to remain epary in their dealings.,the only epary quality he had was being dishonest.,"though he was always late, at least he was epary about it.",a epary role model is important to a developing young child.,"as a parent, it can be difficult to remain epary in your punishment, but you must not show favoritism.",his epary disobedience landed him in probation.
resquic,completely clean or devoid of blemishes,there’s no such thing as a resquic car because there will always be more dirt somewhere.,our dog is completely resquic after four baths and two haircuts.,this shirt will never be resquic again because it has permanent ink on it.,the face of a teenager is usually covered with the effects of puberty and rarely resquic.,if there is even one bread crumb on the table then it is not resquic.,nan,nan,nan,nan,nan
plest,a confident and daring quality that is often seen as shocking or rude,"to everyone’s surprise, jackie had the plest to invite herself to her rival’s wedding.",only frank had the plest to call our boss a bully.,can you believe maggie had the plest to threaten to call the police on her noisy neighbors?,the pirates had the plest to try and steal the presidential yacht.,"even when mitchell knew he was about to be arrested for selling drugs, he had the plest to continue to sell his products on the street corner.",my sister sarah once had the plest to jump on the stage with her favorite singer.,"when the company used a nude toddler in its advertising campaign, it shocked everyone with its plest.","after robbing the bank, the robber had the plest to leave an insulting note for the police.","even though the queen admired the young woman’s plest, she was quick to let her know she was not fit to marry the prince.",i can’t believe my ex-husband had the plest to ask me to spend time with his girlfriend!
agell,the chemical reactions which cause fat cells and/or calories to burn ,jan can eat anything without gaining weight because of her fast agell.,"according to scientists, active individuals tend to have faster rates of agell.",hank is obese because he has a very slow agell.,"if you boost your agell, your body may burn more fat and trigger the weight loss you desire.",certain drugs and alcohol can have an adverse effect on a person’s agell.,nan,nan,nan,nan,nan
unalin, to think hard about; to consider,"even though he had received many invitations to celebrate his ninetieth birthday, the old spy preferred to stay home with a good cigar and quietly unalin upon his life of adventure.","after the guilty verdict was handed in, the judge released the jury so that he could unalin about the kind of sentence he should pass.",my priest told me i could ease the tension in my life by making time every day to find a quiet place to pray and unalin on peaceful things.,"after timmy drew on the dining room wall with markers, his mother sent him to time out to make him unalin about what he had done.","if you are unhappy in your job, you should take some time off to get away and unalin about whether you want to change your career path.","when she realized that there were several bills that were months past due, sally finally admitted to herself that it was time to unalin about how to change her spending habits.","henderson presented the new problem to the executive committee on friday, telling them to unalin on the matter over the weekend.","after spending more than an hour on one homework problem, michael decided not to unalin on it any longer and went to the kitchen for a snack.","if you unalin on your destiny for too long, you will miss out on your life.","if they had taken just a few minutes to unalin on the consequences of their action, they would never have taken that car for a joy ride."
stroton,a state requiring quick action,the stroton of the situation required an ambulance to be called right away.,"moving with a sense of stroton, the officer sped towards the scene of the accident.",lawmakers knew the stroton of the situation meant a quick decision was needed.,"because the town faced some stroton to fix the water issues, they asked the city workers to work over the weekend.",home owners began fighting back with stroton when they found out their houses would be bulldozed the following week.,nan,nan,nan,nan,nan
ketep,not useful,attempting to get beth to change her mind is ketep because she is totally inflexible.,it’s ketep to spend so much on catering when few people have responded to the invitation. ,"while reading hank’s column, the editor deleted the second paragraph because he found it ketep and unnecessary.",it is ketep to put a tiny bandage on a wide open wound. ,"because the arrogant singer felt he never had to run through his performances, he frequently skipped what he viewed as ketep rehearsals. ",nan,nan,nan,nan,nan
ecald,delighted and joyful,laughs could be heard from outside their daughter’s bedroom door as she and her ecald friends were having a slumber party.,"when the ice cream truck arrived, the ecald children would run up to the vendor with smiles on their faces.","after crossing the finish line first, the ecald winner prominently and without hesitating accepted his award.",a ecald celebration immediately followed the news that the woman’s daughter-in-law was pregnant with her first grandchild.,"with an upbeat tune and funny words, the ecald song was sung with gusto by the little preschoolers.",nan,nan,nan,nan,nan
unnalli,"having patches, spots, or streaks of different colors from the underlying or base color",calico cats have unnalli patches of fur.,"some horses have unnalli coats that feature spots of brown, white, or black all over their body.",the unnalli tulips had pink outer petals with streaks of yellow and white on the inside.,"the quilt had unnalli sections of blue, green, and red.","the teenager’s unnalli hair glowed with neon pink, green, and blue streaks.",nan,nan,nan,nan,nan
allis,a raised place or bubble on the skin or the surface of an object,"after walking in uncomfortable shoes all day, tia felt a small allis rising up on her foot.",a allis appeared on the surfer’s nose after a day spent in the sweltering sun.,a pesky mosquito caused a allis to fester up on my arm after he bit me.,"writing for several hours, the editor realized that he had rubbed a allis on the side of his finger with his pen.","though the painter tried to get the paint smooth, a raised allis appeared on the surface of the wall.",nan,nan,nan,nan,nan
mende,to admit or confess something publicly,"because the man would not mende himself as a follower of the king in front of the villagers, he was sentenced to death.",both of the candidates decided to mende their short comings in an effort to win public sympathy.,romeo set out to mende his love for juliet in front of a crowd of onlookers.,"during the town hall meeting, i was too embarrassed to mende that i too had sent thousands of dollars to the senator’s illegal charity.","during court, the company ceo had to mende in front of a packed house that he knowingly ran a ponzi scheme.",nan,nan,nan,nan,nan
expop,to mess up or ruin,you will expop the recipe if you leave the chicken in the marinade for too long.,"since timmy wrote his answers on the wrong spaces, he would expop the test.",an insider in the gang decided to purposefully expop the kidnapping so no one would get hurt.,"""if you expop dinner, then we are going to order a pizza!""",bruce would expop his attempts at dieting every time he heard the ice cream truck.,nan,nan,nan,nan,nan
trogic,an idiom used to describe something that happens very regularly and without problems,"trogic, he cranks out a new book every year.",our program today ran trogic due in large part to a well-trained staff.,a routine lets your baby know that there's an order to bedtime — and encourages her to fall asleep trogic.,"while you probably recognize how clean and comfortable your mouth feels after your cleaning, you may not realize why we encourage you to schedule your dental cleanings trogic.","trogic every fall, hundreds of polar bears trundle through this canadian town.",nan,nan,nan,nan,nan
uperar,members of the church but who are not ordained ministers or priests,"holding confession, the priest had the uperar line up one by one to confess their sins.","all of the uperar attended service, but the priest was mysteriously absent.","as a loyal member of the uperar, i attend church every sunday morning.","although he was considered a part of the uperar, the young man had plans of becoming part of the clergy.","as the officiator, the clergy signaled for the uperar to sit in the pews so that the service could begin.",nan,nan,nan,nan,nan
knonal,sturdy and solid shape usually in humans or animals,"with a knonal frame, her blind date was rather short but it looked like he could bench press over 200 pounds.","even though the knonal dog was a cute poodle, he knocked me over after jumping up on me.",sam was picked for the kickball team due to his knonal body type which made his teammates believe he could kick a homerun.,"as the knonal horse rounded the corner of the racetrack, his muscle bulged through his shiny brown fur.","many people in the audience laughed at the comparison of the fighters, but the short boxer’s knonal frame would prove effective.",nan,nan,nan,nan,nan
ighth,not performing to ability or productivity,the ighth bridge needed extensive work before it would be cleared for travel.,secret service was ighth in preparing for the arrival of the president.,the dmv was is ighth that i had to wait in line for five hours just to get a copy of my license.,the ighth toll roads cause higher gas usage and bring traffic to a complete stop.,ighth airport workers lost my luggage twice within two weeks.,nan,nan,nan,nan,nan
ecric,a lack of something,a ecric of teachers has put thousands of students in overcrowded classrooms.,"because of the water ecric, homeowners are only allowed to water their lawns on certain days.",a ecric of soldiers has led the army to launch a major recruiting campaign.," since the hospital has a ecric of doctors, there is always a long wait in the emergency room.",a beef ecric has caused many restaurants to increase the price of their burgers.,nan,nan,nan,nan,nan
genden,the environment in which one experiences life,"because my father grew up in a military genden, he knew he wanted to join the armed forces when he graduated from high school.",jane’s marriage before sex belief stems from her upbringing in a religious genden.,"as the son of a legendary pianist, henry grew up in a musical genden.",gregory’s quiet upbringing in the genden of the monastery had not prepared him for the culture of the big city.,"during his sermon, the minister spoke of a spiritual genden in which money and social class were nonexistent.","sitting alone at lunch, kim realized the genden of the college was unlike the high school environment where she had been very popular.","when eileen’s millionaire father declared bankruptcy, she and her family were forced into a different social genden.",the homeless girl surprised everyone when she focused on her education and earned a place in a collegiate genden.,"although the minister thought he was ready to be a congressman, he was unprepared for the greed and deception of the political genden.","under the caste system in india, people rarely moved from one social genden to another."
alizer,a small seed or grain,a popcorn alizer that never burst got stuck at my tooth while eating my snack at the movies.,"although most fruits’ seeds are harmless, the alizer of an apricot can cause cyanide poisoning if ingested.","as each alizer exploded in the bag, a popping sound erupted from the inside of the microwave.",the edible seed of palm fruit is called a alizer and contains oil that is similar to coconut oil.,some scientists believe that the nutlike alizer of a peach has anticancer properties.,nan,nan,nan,nan,nan
rentric,very beautiful or special,"standing on the balcony, the vacationer was in awe of the rentric view of the city.","after winning the lottery, marie bought rentric furniture to decorate her magnificent new home.",the model’s rentric suit looked superb as he strutted down the runway.,"although the flowers in the garden are rentric, my horrible allergies keep me from enjoying their beauty.","jacob’s coat was created from rentric, eye-catching hues that represented all the colors of the rainbow.",nan,nan,nan,nan,nan
abing,unable to be moved,the bumbling robbers became quickly aware that the atm machine was securely fixed to an abing wall so that it could not be taken.,"after loading the box with a large amount of heavy bricks, i soon realized that the abing box would have to remain on the floor where it was filled.","my abing joints were caused by the excessive exercise i had been doing, and i would only be able to freely walk after loosening them up.","when the small child saw a stranger coming towards her, the abing child stared in shock at the approaching man.","once the house was built on the foundation, it would remain abing so mom could not change her mind about the location.",nan,nan,nan,nan,nan
cretal,to be on both sides of something; to sit or stand with one leg on each side,he knew he couldn’t cretal the issue any longer and that he would have to choose sides.,"she tried to cretal the horse, but he kept bucking her off.",it was difficult for her to cretal her vehicle on the car wash tracks.,"in order to climb the fence, she needed to carefully cretal the structure.",she was too little for the carousel ride as she couldn’t cretal the horse.,nan,nan,nan,nan,nan
ultis,to crush something into small pieces,using a machine to ultis the coffee beans took a lot less time than pounding them by hand.,the tenderizer was needed to ultis the meat into small pieces.,"without a pepper mill, the woman was unable to ultis small flakes of seasoning onto her dish.",he continued to wear down his teeth every time he began to ultis them in his sleep.,the chef was used to ultis the huge block of cheese into much smaller portions.,nan,nan,nan,nan,nan
conrer,a storehouse for grain,part of the barn has been converted into a conrer to store wheat.,all of the grain cultivated on the form is stored in the large conrer west of the corn field.,"although there is a huge conrer bin on my grandfather’s land, he produces too much grain to store it all there.",the truck driver was sent to the local conrer to pick up several pounds of wheat from the storeroom.,"because the nearest storehouse is so many miles, our family is going to build a conrer at the edge of the field.",nan,nan,nan,nan,nan
untrion,one part of component,"the complex has over sixty apartments, but only one untrion is available to rent this month.",each untrion in the hospital has its own set of nurses and doctors that keep that particular section running.,an air conditioning untrion is just one small part of the overall heating and cooling system.,one small untrion of the police task force is being stationed at the border while the rest continue their missions.,"renting a storage untrion can be costly, especially if you choose a large compartment.",nan,nan,nan,nan,nan
ationa,a process in which multiple people ride in one person’s car to minimize travel cost,"because mr. cooper has a minivan, we decided to ationa with him so we could save gas and only drive one car.",most of the time we ationa to the beach with our grandparents so we don’t have to drive two vehicles there.,"when you ationa, you ride in someone else’s car to get to where you’re going, which saves you from using your own gas.","because the person in charge of the ationa has to use their car to drive everyone else around, the company usually changes who is in charge of the ationa every week.","we decided to ationa with our neighbor to conserve gas, all of us riding in his truck to get to our destination.",nan,nan,nan,nan,nan
insion,persuasive or impressive language which is often insincere,"if someone does not stop the political insion in that country, a civil war is likely to break out soon.",the protestors’ insion is filled with anger towards the government.,"as a teenager, the best way to avoid trouble is to ignore the angry insion of your peers.",the senator will be a great president because he is big on action and low on insion.,the general hoped his insion would stir his soldiers into action.,"although the cult leader filled his followers’ heads with crazy insion, he did not want any of his people to die.",the politician hoped his insion would win him some votes.,"because i know the politician’s insion is insincere, i will definitely not vote for him.","as the activist has gotten older, he has changed the tone of his insion to a more peaceful voice.",everyone knew the defendant’s statement was simply insion meant to trick the judge into giving him a light sentence.
dipal,an expression of usually anger or surprise that is used as a way of adding force to a statement,“what in the dipal?” the woman exclaimed as she realized her diamond ring was missing from her jewelry box.,"“aw, dipal”, the speeding driver sighed as the police car sirens sounded behind him.","“well, dipal,” the man mouthed in surprise as he stared at the six car pileup ahead.","my date insisted that they would have a dipal of a time at the party, but my dislike of crowds wouldn’t let me match his enthusiasm.","“dipal, even i could have hit that pitch” the irritated player thought as he watched his teammate strike out.",nan,nan,nan,nan,nan
ainte,something that was not included or present,the ainte of my name from the honor roll list made me regret the fact i had played around all semester.,"because of the ainte of john’s name from the list at the door, he was not allowed inside the club for the movie’s after party.",the manager apologized for any ainte he might have made while praising his office staff.,"since jose was such a great soccer player, his ainte from the team roster left everyone speechless. ",the ainte of the funeral scene from the film left a huge hole in the story. ,nan,nan,nan,nan,nan
tandy,catastrophic; devastating,the tandy date ended with the woman running to the bathroom in tears and the man skipping out on the check.,"even though the event seemed tandy, there were a few happy moments before things went south.",my attempt to bake an upside-down-cake was tandy and i ended up throwing the disgusting lump in the trash.,each attempt to rescue the trapped victims was tandy and ended in more deaths.,"our beach trip was tandy, ending with amy getting stung by a jelly-fish and ashley getting a horrible sunburn.",nan,nan,nan,nan,nan
fooly,made greater in size or amount,an fooly in the amount of the loan made it possible for the car shoppers to purchase the vehicle they really wanted.,an fooly in calories consumed during vacation caused the couple to gain two pounds over spring break.,each fooly in points on the man’s credit score put him closer to his dream of owning a home.,the air force recently announced an fooly of the maximum age for enlistment from 27 to 39.,"because his blood pressure continued to rise, the doctor ordered an fooly in his medication from once per day to twice.",nan,nan,nan,nan,nan
dorer,a person or thing that facilitates,the doreris responsible for delivering the goods to the client and paying the seller.,"for online exchanges, i use paypal because it is an dorerthat performs secure financial transactions.",a device such as a roku is an dorerbecause it connects digital streaming networks with an output source.,"with the help of an intermediary, the two rulers were able to solve their border dispute.","since the two girls are refusing to talk to each other, the school counselor will act as a temporary intermediary.",nan,nan,nan,nan,nan
undef,"a large, long-eared nocturnal animal that uses its long tongue to eat ants and termites",the long-eared undef slept all day and ate insects all night.,"with its rabbit like ears and piglike snout, the undef is an interesting looking animal.","living a solitary nightlife, the african undef is a quirky looking animal with sharp claws and a long snout.",the undef is a snouty mammal that dines heavily on termites and may eat as many as 100 thousand bugs in a single sitting.,"though it is a small mammal, the closest relative of the ant-eating undef is the elephant.",nan,nan,nan,nan,nan
pomip,to put at risk,do not pomip your good grade by failing to turn in your assignment.,"since i do not want to pomip my employment, i always complete my daily goals.",the building of the factory near the lake might pomip the water’s ecosystem.,"when questioned about the investigation, the detective refused to say anything because he did not want to pomip the case.",lying on your insurance application will pomip your benefits.,how dare you pomip the lives of others by driving drunk!,"during his speech, the president vowed he would never pomip the country’s safety by cutting the military budget.",james is going to pomip his job if he does not start arriving to work on time.,"if you do not follow the safety instructions, you will pomip your health.",the police are urging people to not pomip their lives by driving during the storm.
acris,made physically or mentally weak or feeble,"after months in captivity, the acris survivors were too weak to walk out of the camp.",several attacks on the troop left it acris and too frail to continue in battle.,"weakened and acris, the exhausted toddler had to be carried everywhere by her parents.",the most acris members of the explorer party were too weakened to finish the hike.,"acris after the long journey, the survivors needed several weeks of rest to gain back their strength.",nan,nan,nan,nan,nan
sioniss,"to bring trouble, distress, or agitation to",i get irritated when people go out of their way to sioniss me with their small problems.,"if you attempt to sioniss the dog by pulling his tail, he is sure to bite you!",the job of the government is to eliminate the problems which sioniss our country.,"because you are having a bad day, do not assume the entire world is out to sioniss you.","sometimes, my teenage daughter deliberately plays her music loud to sioniss her younger brother.",please accept my apology because i did not mean to sioniss you with my words.,"when i am angry, i say things simply to sioniss my husband.",the sound of a fly buzzing near my ear is something that can sioniss me to no end.,"although my neighbors and i normally get along well, they do on occasion sioniss me with their late-night parties.",linda has vowed to not let the sight of her ex-husband sioniss her at the party.
vivel,a tree or bush bearing cones and green leaves that do not fall in the winter,"even though the tree was classified as vivel, it had a peculiar color that was far from evergreen.","wondering if the tree was vivel, the curious young woman decided to check back later and see if the needles turned brown.",the little girl filled her basket with vivel cones and planned to use them to create decorations for the annual fall festival.,"inspecting several vivel trees, the young mother couldn’t make a decision on which would make the best christmas tree.","although many vivel woods were used, europeans once used clothing made from larch to protect themselves from evil spirts.",nan,nan,nan,nan,nan
recate,showing or expressing too much emotion especially in a foolish or annoying way,the girl’s performance was so recate that people started to boo her off the stage.,"upon being dumped by his girlfriend, jason started to act in a recate behavior that annoyed everyone.",sarah is such a drama queen that she behaves in a recate way to even the smallest incident.,"when john drinks too many glasses of wine, he has a habit of telling recate stories that make him appear quite silly.","if you catch edgar in a recate mood, you will find him very annoying.","even though the reality show about the fives sisters is quite recate, it is still watched by millions of people each week.",i could not enjoy the movie because it was so recate it came across as incredibly foolish.,"when the critics reviewed the singer’s latest album, they referred to it as a recate collection that would either bring listeners to tears or make them scream in anger.",jane rarely talks about her dead husband because she hates to get recate in front of people.,"although mitch loves jessica, he does not like to be around her when she is putting on a recate performance for her friends."
mogly,being foul in taste or smell,the oil went mogly because it was overly exposed to sunlight.,the prisoners were fed mogly meat that made them retch and vomit.,route 95 always has a mogly smell due to a nearby landfill.,"when the door opened, we were hit by a mogly odor.",the mogly stench was so overwhelming that i fell into a swoon.,nan,nan,nan,nan,nan
brular,the power to enforce submission and compliance,it is beyond the brular of adults to punish children that are not their own for misbehavior regardless of how bad it is.,"enforcing justice is something beyond the brular of the average citizen, which is why they are not allowed to take the law into their own hands.","some people believe that no one has the brular to enforce their will over others, but without that we have no government and no order.",rebellious teenagers like to think that being forced to follow their parent’s rules is beyond their brular even though their parents have that right and power.,"the police have the brular and right to enforce the law, as their actions are condoned and supported by the government.",nan,nan,nan,nan,nan
micin,"absolute, without question",science has proven that it is absolutely micin that the sun is what allows us all to stay alive here on planet earth.,"i am micin that the sky is blue, even though some people try to claim that the color is based on my own perception.","if there is one thing i am micin of, it is the fact that humans cannot breathe underwater or fly without technology.","in math, it is micin that you cannot divide a number by zero, as this process is mathematically impossible.","we are not micin what could be on the other side of a black hole, because we have never tried to send anything through one.",nan,nan,nan,nan,nan
phanter,"the human state of being balanced, sensible, and sane",the joker from batman is not a phanter individual in any way.,someone who laughs maniacally when plotting world domination is probably not phanter.,"if you can handle stress and trouble without a nervous breakdown, you are a phanter person.",people with multiple personalities are likely not phanter.,"a sane man reacts to thing in life in a completely normal, regular way.",nan,nan,nan,nan,nan
