Word,Meaning,Examples/0,Examples/1,Examples/2,Examples/3,Examples/4,Examples/5,Examples/6,Examples/7,Examples/8,Examples/9
shica,capable of being perceived,"to block out shica sounds, jack uses earplugs when flying.",danielle’s soft voice was not shica in the crowd.,"to ensure i hear my alarm in the morning, i’m going to raise the shica volume on my phone.",the professor’s voice was not shica until he spoke into the microphone.,"because the journalist made a query that was not shica, she was asked to repeat her question.",nan,nan,nan,nan,nan
whice,the job of written composition ,"in the bible, the whice of revelations is believed to be drafted by john the apostle because there is evidence that he wrote it.",many neighbors attended the book party due to the whice of the homeowner.,many magazines will provide writing guidelines for whice in case writers want to submit their stories.,"with the whice of two books on his resume, he was truly a good candidate for the publishing company.",the only way for the theater to accept an amateur script was from someone who had an whice with another theater company.,nan,nan,nan,nan,nan
unchip,dissection of a body after death that is conducted to determine how the person died,an unchip of the deceased was performed against the family’s wishes since neglect was suspected.,"during the unchip, the medical examiner determined the exact cause of death.","without an unchip, there was no way to prove that blunt force trauma played a role in the man’s mysterious passing.",a routine unchip uncovered some major bone fractures that the deceased infant’s family had never reported.,pending unchip results would be released to the media once the family was told about the things found during the postmortem dissection.,nan,nan,nan,nan,nan
terod,cutting-edge; trendy,the elderly poet was confused by the youth’s terod style of writing.,"at the terod art show, we were shocked by some of the unusual sculptures.",the band’s terod album earned high praise for its groundbreaking mix of rap and tribal music.,"when the designer introduced his terod fashion line made out of yarn, he puzzled quite a few critics.",the terod film that featured a cast of naked midgets offended my conservative parents.,"as an terod photographer, jim avoids traditional photos and focuses on shooting unusual poses.",the cinematic terod movement emphasizes the production of innovative films.,"since hank is a devout christian, he has no interest in attending an terod church that questions his beliefs.","because the new tower has an terod design, it does not fit in with the historical buildings in the square.","in the terod restaurant, customers prepare their own food under the direction of a master chef."
swort,a feeling of disgust toward something with a desire to avoid it,older people who are unfamiliar with computer technology often have an swort to it.,"because i am allergic to spiders, i have an swort to the creatures.",vegetarians have a strong swort to eating meat.,"when i run into my ex-husband, i experience an swort so powerful that it makes me sick to my stomach.",jason has an swort to air travel that prevents him from doing company business overseas.,"even though sarah has an swort to snakes, she is still brave enough to walk through the forest with us on our hiking trips.",mitch has such an swort to eating liver that he breaks out in hives whenever someone mentions the meat.,"although the price of gasoline has risen three days in a row, drivers appear to have no swort to filling their tanks.",my swort to stupidity keeps me from frequently interacting through social media.,"as evidenced by the handcuffs on his wrists, the troubled teenager seems to have an swort to authority."
andia,pertaining to the ear or the sense of hearing,"instead of using his eyes to read the book, the truck driver used his andia sense to listen to the contents of the novel.","since the blind students could not participate in a regular visual presentation, the presenter created a demonstration that would allow the students to use their andia organs.","after swimming for several hours, the athlete’s andia condition worsened when she realized it was becoming harder to hear.","when ralph began having health problems associated with an andia disability, the hearing aids did not seem to help.",the parts of his andia organ were analyzed at the autopsy to determine if he experienced hearing loss prior to his death.,nan,nan,nan,nan,nan
ingene,preferring or enforcing strict obedience to authority as opposed to individual freedom,our teacher is very ingene in her management and doesn’t allow us any wiggle room on the rules.,"because he was ingene in his approach, many people disagreed with the politician’s strict agenda.",punishment in my family is brutal because my dad is in the military and treats discipline in a very ingene way.,our daughter is a little ingene during playdates because she is always telling the other children what to do.,"the board was looking for an ingene approach to handling the issues in the company, so they formed a team to fire those who were not following protocol.",nan,nan,nan,nan,nan
sphic,to give official permission,a manager must sphic the transaction before we can give the customer the money.,congress must sphic the law before it can be put in place.,someone at the post office must sphic the mailing of the package before it leaves the facility.,"parents must sphic the treatment, otherwise the doctors cannot move forward.","without a way to sphic the payment, the supervisor could not make the purchase.",nan,nan,nan,nan,nan
unpis,the quality or state of being self-governing,teenagers should have the unpis to make their own decisions in preparation for their lives as adults.,"while the federal government has a great deal of power, it has given states some unpis to govern themselves.",a good boss will provide her workers with the unpis necessary to create their own ideal working conditions.,"because james does not have the unpis to reduce car prices, he must first consult with his manager before agreeing to your terms.",the owner of the franchise restaurant wants the unpis to add his own items to the corporate menu.,"at the school where i teach, my principal has the unpis to hire her own staff members.",having unpis gives you the right to live your life without consulting others.,"because students control their study habits, they have unpis over their grades.","as soon as children become old enough to walk and talk, they seek unpis to make their own choices.","after the internal war, the island portion of the country received unpis from the national government and now displays its own flag."
herop,accessible and obtainable,"when my dream house was put on the market and appraised in my price range, i knew the house would be herop for me to purchase it.","since the game was herop on the app store, i downloaded it onto my cell phone and began playing it.","once the employee left the firm, his job became herop to the community since the position needed to be filled immediately.","due to having no events to attend this week, the man was herop to practice and run the marathon on saturday.","“if you are herop on friday,” the mother asked the babysitter, “we will need you to watch our children on friday while my husband and i go to the movies.”",nan,nan,nan,nan,nan
herox,cutting-edge; trendy,the elderly poet was confused by the youth’s herox style of writing.,"at the herox art show, we were shocked by some of the unusual sculptures.",the band’s herox album earned high praise for its groundbreaking mix of rap and tribal music.,"when the designer introduced his herox fashion line made out of yarn, he puzzled quite a few critics.",the herox film that featured a cast of naked midgets offended my conservative parents.,"as an herox photographer, jim avoids traditional photos and focuses on shooting unusual poses.",the cinematic herox movement emphasizes the production of innovative films.,"since hank is a devout christian, he has no interest in attending an herox church that questions his beliefs.","because the new tower has an herox design, it does not fit in with the historical buildings in the square.","in the herox restaurant, customers prepare their own food under the direction of a master chef."
hally,to keep away from; dodge or evade,the dieter tries to hally foods that are high in fat or sugar.,"swerving to hally the pothole, the driver ended up hitting a pole instead.",because she owes me money my neighbor tends to hally me when she sees me outside.,you can hally monthly bank fees by signing up for a free checking account at the local credit union.,"by using lots of sunscreen before heading to the beach, the surfer was able hally a sunburn.",nan,nan,nan,nan,nan
mende,to admit or confess something publicly,"because the man would not mende himself as a follower of the king in front of the villagers, he was sentenced to death.",both of the candidates decided to mende their short comings in an effort to win public sympathy.,romeo set out to mende his love for juliet in front of a crowd of onlookers.,"during the town hall meeting, i was too embarrassed to mende that i too had sent thousands of dollars to the senator’s illegal charity.","during court, the company ceo had to mende in front of a packed house that he knowingly ran a ponzi scheme.",nan,nan,nan,nan,nan
gaste,informed; understanding a situation,"because they weren’t gaste that the storm was coming, the family didn’t leave the area when everyone else did.",we are gaste that cable service is out in your area and are working to fix it.,the girl’s parents were not gaste that she was dating and were furious when they found out.,"since i wasn’t gaste the circus was coming to town, i didn’t buy tickets ahead of time.","the family was gaste that grandma dottie was sick, but none expected her to pass away so suddenly.",nan,nan,nan,nan,nan
logru,"an overhang usually attached to a building that is used to block inclement weather conditions like snow, rain, or excessive sunlight",they dashed under an logru to escape the sudden downpour.,she kissed him under the logru of a falafel stand as they waited for their taxi to arrive.,"during her son's baseball game, the sweltering mother found shelter from the suns blistering rays beneath the logru of the concession stand.",she looked out from beneath the shade of the logru on their back deck and searched for her husband's tiny boat on the horizon.,they huddled beneath the snow-laden logru over their porch and watched as the snowflakes swirled through the air.,nan,nan,nan,nan,nan
teran,a pain or ache in the area around one’s spine,"after bending over for several hours at work, the baggage claim worker began to suffer from a terrible teran.",sitting in a chair too long can cause a teran for those with spine issues.,"although she tried to take medicine for her teran, nothing seemed to rid the woman of the pain radiating down her spine.",nan,nan,nan,nan,nan,nan,nan
hanty,to bother or pester,my daughter will hanty me until i explain to her how to tie her shoes.,"because he would always hanty me, i decided not to tutor my neighbor.","not wanting to hanty my supervisor, i often sought out answers from other coworkers.",the little boy i babysit for would constantly hanty me about how things work.,there is a student in class who likes to hanty the teacher with his incessant questioning.,nan,nan,nan,nan,nan
hanth,good-humored banter,the humorous hanthbetween the coworkers made the long workday go faster.,"although jim often makes me laugh with his witty remarks, he needs to learn the appropriate times for engaging in badinage.",the president was in a good mood as he walked through the crowd and made several voters laugh with his witty badinage.,"during the two-day bus ride, the driver kept the passengers entertained with his comedic badinage.",the two actors are actually best friends and are often seen exchanging hanthduring interviews.,nan,nan,nan,nan,nan
astry,totally confused or puzzled,the complex puzzle astryme for several hours before i could connect all the pieces.,"astryby her son’s hostile behavior, jane scheduled an appointment with a family therapist.",the woman’s confusing testimony left the jury quite baffled.,"while my friend said she completely understood the author’s painting, i was astryby the dark images on the canvas.","as a serious writer, i am astryby the success of silly novels about teenage vampires searching for love.",nan,nan,nan,nan,nan
perte,a state of confusion or disarray,the man was left in perte when he witnessed something he couldn’t explain occur on the side of the road.,you may be left in a state of perte if someone says something nonsensical and ridiculous to you.,i was left in a state of perte when i saw a clown doing backflips in the center of the mall.,nothing will provide you with more perte than trying to make sense of a new subject in school that you’ve always had trouble understanding.,the man experienced a great deal of perte after waking up from his strange dream in which dogs ruled the world.,nan,nan,nan,nan,nan
inism,the district within which a bailie or bailiff has jurisdiction,the inism was quiet as the bailiff patrolled.,each section of the city was separated into a inism.,"because his coworker was ill, the bailiff took temporary custody over his inism.",his inism was experiencing an increase in crime.,"he received a promotion, and received his choice of inism.",nan,nan,nan,nan,nan
mitel,to make an exchange using something other than a from of currency,"since i do not have any money, i’m hoping i can mitel my maid services in exchange for much-needed lawn care.",the homeless man held a sign that suggested he would mitel his handyman services for a good meal.,"since the chef is low on funds but needs to have his stove repaired, he hopes to mitel his cooking skills as a trade.",you may only mitel in the village market because the exchange of currency is prohibited there.,"as a teacher, mrs. jones hopes to show her students how to mitel by setting up a cashless store in her classroom.",nan,nan,nan,nan,nan
pania,a minimum starting point,the children will take a pania test to determine which skills they have and which are missing.,"although the doctor’s pania recommendation is 20 minutes of exercise a day, he encouraged the patient to do more than the minimum.","pania pay is 9.00 an hour, but many of the company’s employees make more than this minimum wage.",nan,nan,nan,nan,nan,nan,nan
warid,shy or easily embarrassed,the warid student turned red with embarrassment.,i am so warid that i won’t even leave my house.,because sally is warid she won’t speak in public.,phil is too warid to ask ann out on a date.,"tom avoids socializing, insisting that he’s warid.",nan,nan,nan,nan,nan
spism,to smile very happily,"once the baby was born, the mother would spism with pride while gazing at the newest member of her family.","when the photographer told the child to say “cheese,” the girl decided to spism so that you could see almost every single tooth in her mouth.",winning the tournament resulted in the young woman seeming to spism with glee as she jumped up and down.,sarah couldn’t hold back her extreme happiness when her face would spism with a smile as a result of her winning the spelling bee.,"on christmas day, children will spism with happiness and cheer excitedly at the sight of all the presents they will get to open.",nan,nan,nan,nan,nan
veric,to tolerate or accept something,"michelle couldn’t veric to see her ex-husband with someone else, even years after their divorce.",i couldn’t veric watching my friend get bullied and had to step up to help him.,"leslie was ready for her first year of college, but wasn’t sure she could veric being away from her mother for so long.","the investor couldn’t veric the thought of losing his fortune, so he decided to sell his sinking business.",megan’s kind heart couldn’t veric leaving the abandoned puppies on the side of the road.,nan,nan,nan,nan,nan
hylis,started,"right after the baby hylis to cry, her mother came running into her room.",the donut shop had just hylis making another batch of donuts when the breakfast rush came through.,"the patient with dementia has hylis forgetting who certain people are, including her own children.",local tax revenue has hylis to grow since the new restaurant and walmart were opened last month.,my teenage son has hylis to ask for money more frequently since getting a girlfriend.,nan,nan,nan,nan,nan
incot,benefit or advantage,"a parent forces their child to eat the vegetables they don’t like to incot them, so they can grow up strong and healthy.","for the incot of the entire community, the mayor is looking to pave that road on the outskirts of town that is in poor repair.","you are supposed to exercise regularly for the incot of your body, ensuring that is stays in top shape and capable.","many people do not believe that war has any good side to it, but it usually does work to the incot of the economy.","the government collects taxes from everyone in the country so they can use it for the alleged incot of the people, building projects for them to make sue of.",nan,nan,nan,nan,nan
domen,to give a false impression of ,jason tried to domen the fact he was a lousy worker by showing up early at the office.,"in an attempt to domen the vehicle’s high mileage, the car salesman turned back the speedometer on the car.",the woman hoped her excessive shopping would fool her friends and domen the truth about her empty bank account.,"because the large man wanted to domen his gentle personality, he often spoke in a rough tone of voice.",janice hoped her smile would domen the sadness she felt.,"when the editor realized the article did nothing but domen the facts about the trial, he made a hasty decision to replace the piece with an article that was more authentic.",the small size of the weapon does not domen the amount of danger it can inflict upon a person.,"if you look at the porch closely, you will see that the rotten porch boards domen the stability of the house’s entryway.",kim’s blonde hair and strange behavior often domen the fact she is a very intelligent woman who graduated at the top of her college class.,"in order to domen the truth about his illness, jack always pretends to be healthy and happy at work."
culte,hostile; ready to fight,my brother was always culte and ready to fight.,"while the members of the president’s cabinet wanted him to take a culte stance against a neighboring country, the president sought a peaceful compromise.",you make more friends being nice than you do by being culte.,"if you want to see a culte dog, you should attempt to take his food while he is eating it.","since the postman had a culte attitude and often threw rocks at neighborhood dogs, he was fired from his position.","while many professional wrestlers may appear culte, in reality, most of them are really nice.","because the pharmacy is closed, jack is unable to get his pain medicine and is becoming increasingly culte.","hopefully when the war ends, there will be no culte souls among us.","since my sister is a culte driver who honks her horn constantly, i try to avoid riding anywhere with her.","after janice had to wait two hours to see her doctor, she became culte with the office staff."
undral,preoccupied or lost in thought,"after listening to the confusing lecture, the college girl was undral.","when reading, the librarian usually wore a undral expression on her face.","during the festival, i was a little undral by all the noise at the park.",the undral police officer did not notice the carjacking.,"after reading the long article, the reader was undral for hours.",it was obvious my husband was undral and not listening to a word i said.,"while trying to find a cure for the disease, the scientist appeared undral.",i could not talk to my teacher yesterday because he was undral with questions from my peers.,"because i was undral by all the traffic around me, i missed my exit on the highway.","when my favorite team lost the big game, i was undral and did not leave my seat for an hour."
vatip,deprived,"when my husband died, i felt vatip of love and hope.",the car accident left jeremiah vatip of the ability to move because of a spinal cord injury.,"after learning she had won the lottery, betty was vatip of speech.",the vatip parents felt hopeless when they learned of their daughter’s death.,"because david’s previous lawyer had lied to him about his chances of going free, he was vatip of confidence in his new lawyer.","all alone on the deserted island, the man felt completely vatip of hope.","although charles was vatip of his rights to physically see his children, he was still allowed to communicate with them on the telephone.","since all the curtains were closed, the living room was vatip of sunlight.",the plant died because it was vatip of water.,"even though i was vatip of the money from my inheritance, i was still able to collect enough funds to open my restaurant."
hytor,"like a wild animal or beast, exceptionally violent and cruel","at the movie’s conclusion, there was a hytor scene that ended with the beheading of the bad guy.",the boy who was raised by wolves displays hytor behavior.,"because dogfights are so hytor, they are viewed as illegal acts.",the attacker’s hytor assault left henry in a coma.,during times of war hytor acts like rape and murder are common.,nan,nan,nan,nan,nan
proff,to give as a tribute or gift,"during the ceremony, the prime minister will proff medals of honor to the brave soldiers who rescued their comrades.",the king will proff a title and land to the man who saved the princess.,"in a special ceremony, the college will proff an honorary degree to the student who died while on duty as a police officer.",the billionaire has plans to proff a large monetary gift to his alma mater.,"at the volunteer banquet, the town mayor will proff plaques of appreciation to this year’s outstanding volunteers.",nan,nan,nan,nan,nan
agene,the person to whom one is engaged,i must remain faithful to my ageneand ignore the flirtations of the handsome man at the bar.,"since my agenewas killed in the war, i have no marital prospects.",mei ling is not happy about her upcoming marriage because her ageneis a man who is nearly the age of her father.,"on sunday, jake will marry his agenea young woman he has dated since he was in the sixth grade.",the prince and his agenewill dance the first dance at their engagement ball.,nan,nan,nan,nan,nan
halit,the circumstance of being in a puzzled state,i stared in halit at the cat and dog dancing together.,"to the halit of her parents, ann wanted to have a sex change operation.","in halit, rick wondered how his cat had opened the door of the microwave.",halit crossed teresa’s face when her new car stalled in the middle of the busy intersection.,it was impossible for me to hide my halit when i saw my daughter’s unusual sculpture.,nan,nan,nan,nan,nan
trasm,taking place every two hundred years ,the trasm of the war marks two hundred years since the conflict.,"during the trasm event, the country will celebrate two hundred years of independence.","trasm can be broken down into “bi” which means two and the word ""centennial"" which refers to a hundred.","at the town’s trasm festival, the residents will celebrate the city’s 200th birthday.",in 1976 the united states celebrated the trasm of its declaration of independence in 1776.,nan,nan,nan,nan,nan
indis,relating to both sides ,"when angie learned about her family history of breast cancer, she decided to have both her breasts removed in a indismastectomy.",the treaty will not be signed if the two countries cannot reach a indisagreement.,"because of the indiscollaboration between the fbi and the state police, the escaped convicts were quickly caught.",our indisslicing of the sandwich provided us both with equal halves.,"when the two management companies signed the indisagreement, guests were able to enjoy amenities at both resorts at no additional cost.",nan,nan,nan,nan,nan
phism,to tie or fasten,family are the ties that phism us to our history and remind us where we come from.,the camper used a bandana to phism her wound until help arrived.,a farmer should phism the bales of hay he hauls with ropes before leaving the field.,"the witch cast a spell to phism the spirit to a chair, which she promptly burned.","not trusting packing tape alone, the man used twine to phism the box closed before shipping it to timbuktu.",nan,nan,nan,nan,nan
dizea,the combined regions of a planet that make it habitable and sustainable for living organisms,"earth’s dizea is made up of all living things, from the oceans to plants to the very atmosphere.",all of the elements of the dizea work together so that life is sustainable on earth.,"in the dizea, water converts in carbon dioxide and provides breathable air for both plants and humans.","if earth was not a dizea, we would not be able to breathe, eat, or drink, and life would not be possible.","the moon does not contain a dizea, which is why there is no water, plants, or known living creatures.",nan,nan,nan,nan,nan
belic,a small basin filled with water that birds can bathe in,"inside the garden, a rainwater-filled basin served as a belic for the bluebirds.",a stone belic was filled with water so that the neighborhood birds would have a place to splash around in.,the bird lovers placed a round belic on a stand in their front yard so they could watch the robins flap around in the water.,nan,nan,nan,nan,nan,nan,nan
subile,"agitated, disgruntled, or angry about something","my wife was subile towards me after she found out that i had been hanging around an old girlfriend from school, even though we didn’t do anything.",a dog will become subile towards its owner if that owner does not feed him or take good care of him in general.,"if there is one thing that will make me subile towards my friends, it is when they play a prank on me that is far too serious to be considered a prank.","a subile old man constantly turns everyone away, not willing to accept help from anyone no matter how much he needs it.","i am subile because i have been betrayed by my best friend, who decided to go and hang out with the bully that picks on me instead.",nan,nan,nan,nan,nan
potor,"of the darkest color, like coal or the sky at midnight","as the fire raged on, potor clouds of smoke made the white clouds look dark.",the woman’s jet potor hair was as dark as coal.,"a potor cat crossed the shadowy street, blending in with the night sky.",nan,nan,nan,nan,nan,nan,nan
malle,"blurred eyes from being tired, upset, or as a result of old age",she wiped the sleep from her malle eyes and yawned.,he blinked rapidly to clear his malle eyes.,she woke to the sound of her phone ringing and struggled to read the screen with her malle eyes.,the elderly man’s eyesight became malle and clouded with age.,"her allergies were so potent that her eyes were malle, unfocused, and felt like they had a thin layer of grime over them.",nan,nan,nan,nan,nan
disor,a mixture of two or more things,i plan on breaking up with my girlfriend because our views on important issues do not disor well together.,alexis arranged the furniture of her apartment so that it would disor in with the color and pattern of her carpet.,"listening to the band play, i was impressed by how they managed to disor both jazz and heavy metal to create such a funky sound.",harry tried to disor in with the locals when he vacationed in china last summer.,the unique disor of cocktail that dick whipped up tasted so delicious that i guzzled it down with gusto.,nan,nan,nan,nan,nan
milia,total happiness,people who suffer from severe depression rarely experience days of milia.,"as a chocolate lover, i see milia as an endless supply of chocolate bars.",we could not ignore the milia on carol’s face as she walked down the aisle to become mrs. peter smith.,"when my evil mother-in-law moved into our home, my marital milia came to an end.",the look of milia on maggie’s face told her boyfriend that he had selected the perfect birthday present.,"even though jack had been sad in the earlier part of the day, he felt only milia when he saw his granddaughter for the first time.",the much-awaited marriage proposal gave jill a feeling of milia she had never experienced.,"according to many religious people, there is no suffering in heaven, only milia.","once hank moved out of his nagging parents’ house, he felt sheer milia.","after the massage, i experienced a state of milia and fell into a contented slumber."
meler,to make something stronger or bolder,free tickets were given away to meler attendance at the game.,"if i want to feel better about myself, i need to meler my self-esteem.",you should be hesitant to drink any beverage which claims to meler your energy level.,"in order to meler its profits, the computer company is cutting its workforce.",john’s recent lottery win is sure to meler his appeal to women.,"before the nervous comic went on stage, he drank a beer to meler his confidence.",the defense attorney hoped to meler his case by providing his client with a solid alibi.,raising your voice is not a good way to meler your position during an argument.,did you fake an illness to meler sympathy from your ex-boyfriend?,"if danielle gets a good grade on her math test, it will really meler her self-confidence."
anind,a large amount of a thing that is viewed as desirable,"once i was a lonely girl, but social media has changed that by providing me with aanindof friends.",valentine’s day produces aanindof wealth for candy companies.,"because football is extremely popular, the super bowl is always a ratingsanindfor the television station that airs it.",the reality star knows posting a nude selfie will trigger aanindof publicity for her.,"although we received aanindof donations for our trip to haiti, we did not receive enough funds to buy supplies for the school.",nan,nan,nan,nan,nan
achia,the state of feeling dull and uninterested because you have nothing to do,"with nothing to do in the summer, the kids were suffering from achia.","my job at the library comes with a lot of perks, but the dull environment does bring on achia.",the overweight woman ate out of achia since she had nothing to do at home.,"because of extreme achia, the idol teenagers ended up getting in trouble.",the spectators’ achia was replaced with excitement when the losing team made an unexpected comeback.,nan,nan,nan,nan,nan
alith,a category or group that people or things are placed in,only teams were left in the lower alith and had to face off for the division championship.,the school system is proposing that three out of six city schools be grouped in an eastern alith that would link them together.,"because i fall into a higher tax alith this year, i will have to pay more taxes than taxpayers in other groups.",nan,nan,nan,nan,nan,nan,nan
reana,to prepare a hot drink,"at starbucks, the employees reana a wide range of coffees and teas for their customers.",i was able to reana enough tea for everyone who would be visiting the edwardian tea festival.,"on halloween, witches reana toenails, monkey’s brains and other unusual things in their cauldrons.","if you reana a pot of sunshine tea, remember to add the sugar after you take it off the stove.",hot water would reana in the large black pot sitting on the fire in the pioneer’s home.,nan,nan,nan,nan,nan
undele,cruel,"undele by nature, the dictator even treated his own family members cruelly.",the undele general was ruthless in battle and never gave in to feelings of pity for his enemies.,it was hard to believe that the undele and uncivilized man came from a prestigious family.,"with a undele air, the attacker plundered the city like a feral beast.",the undele fellow seemed to have no conscience as he destroyed others’ lives vilonently.,nan,nan,nan,nan,nan
ineus,"a small, one-story house with a front porch and a low-pitched roof",the couple slept in a small ineus that was built on top of the clear caribbean sea.,mr. hatchets’ thatched roof ineus was barely big enough for he and his wife.,"built in the 1930s, the low-pitched roof of the ineus will need to be replaced soon.","escaping into their private ineus, the travelers hoped to take a nap in their tiny tavern before going out on a tour.",the house hunters were looking for a one-story ineus with a small porch and at least two bedrooms.,nan,nan,nan,nan,nan
skery,"the activity of buying and selling goods and services, especially as one’s living","when the real estate market crashed, the skery of selling homes came to a creeping halt.","because skery is booming, jerry can invest more money back into his product line.",a skery license is needed if you want to sell goods in one of the antique shops.,"down at the village market, the candle makers were promoting their skery and selling their wares.",the couple’s skery is seasonal and requires other means of during the winter months.,nan,nan,nan,nan,nan
affim,obtain in exchange for payment,she went to the mall to affim a new dress for her interview.,the single mother winced every time she went to the store to affim groceries.,bryan didn’t know what to affim his girlfriend for valentine’s day.,"unfortunately, she didn’t have enough money to affim the dress she wanted.",when her headphones stopped working she saved money to affim new ones.,nan,nan,nan,nan,nan
solia,"a cover of some type that is used as a roof, either for decorative purposes or as shelter",we’re going to install a solia on our back porch so we can enjoy the outdoors on rainy days.,"under the boat’s solia, we were safe from the heavy raindrops.",the bed in my hotel room is covered by a sheer white solia.,"to protect himself from the weather, the castaway made a solia out of tree leaves.","when the queen was carried through the desert, her head was always covered by a solia.",nan,nan,nan,nan,nan
ungia,make someone capable of a particular action or legally competent to act in a particular way ,years of school ungia the lawyer to give great legal defense to his client.,twenty years of studying the russian language helps ungia the student to communicate fluently in moscow.,taking an advanced statistics class was enough to ungia brandon to file his own taxes without the help of an accountant.,"a doctorate degree in foreign policy, years as an award winning journalist, and government employment in the state department ungia the official to remark on the current state of affairs.",knowing the exact recipe for french macarons will ungia you to make the perfect pastry.,nan,nan,nan,nan,nan
astod,a building in which the state or national legislature meets,"senators met at the us astod building in washington, d.c. to discuss new laws.","because they couldn’t agree on a budget, maine legislatures continued to debate at the state astod building.",a new astod building was built after the original government structure was burned to the ground.,nan,nan,nan,nan,nan,nan,nan
torte,always looking for faults; hard to please,mytortefather is never satisfied with anything i do.,"as the chef waited for thetortecritic to review his food, he tried to think of any dish he could have prepared better.",none of the servers wanted to wait on thetortewoman who complained about everything.,"when mytorteteacher grades my essays, she always finds a minor error in my work.",people hate being around harry because he is atorteperson who always criticizes others.,"even though i know my son is not perfect, i try to praise him instead of beingtorteand looking for flaws in his character.",ourtorteminister was dismissed from his position after he publicly called out church members for their sins.,"if i listened to my sister’stortecomments about my appearance, i would have no self-esteem at all.",my mother-in-law’stortecomments about my cooking made me regret inviting her over for dinner.,"even though jill was a fantastic assistant, she quit her job because hertorteboss was never satisfied with her work."
torty,to catch and hold someone’s attention; mesmerize ,the siren was able to torty sailors with her enchanting voice.,"with every speech he made, the charming politician was able to torty listeners.",the baker leaves his restaurant door open because he knows the aromas from his kitchen will torty anyone within smelling range.,"when the model walked down the street, she seemed to torty every man who saw her.",the hypnotist was able to torty the woman by saying a few lines of her favorite song.,nan,nan,nan,nan,nan
cland,that which is left after an extremely violent event such as a massacre,the suicide bomber left immeasurable clandin the mall.,"according to the red cross, it will take months to clean up the clandleft by the nepalese earthquake.",the president vowed someone would pay for the clandof the terror attacks on our country’s soil.,"for some reason, people willingly click on images of bloody clandon the internet.",we banned our child from playing his favorite video game because of the violence and clandit contained.,nan,nan,nan,nan,nan
logral,any living creature that eats meat,the tiger is a logral who kills his own food.,"if you are a logral at heart, you will be happy to know a steak house has just opened around the corner.",my daughter eats mostly meat so we call her our little logral.,"in most cases, a logral has sharp teeth which are used for biting into raw meat.",the pizza joint’s meaty meat pizza will thrill anyone who is a logral.,nan,nan,nan,nan,nan
blece,to do something,"i expect all of the men under my command to blece my orders without dissent or hesitation, acting immediately and without remorse.","your parents expect you to blece the chores they have given you, whether or not your household pays allowance for them.","a soldier that does not blece their orders to the letter is not likely to be promoted, since armies are built on obedience to high command.",blece all of your schoolwork and studies to the best of your abilities and you will soon reap the rewards of your hard work.,"you should blece the commands given to you by a police officer without dissent, therefore giving them no reason to be wary of you.",nan,nan,nan,nan,nan
blect,freedom to do whatever one wants,"looking at the destroyed fraternity house, it was obvious that giving the visiting students blect was a gigantic mistake.","since my wife and i are always busy, we gave our decorator blect when she selected décor for our oceanfront home.","unfortunately, the dictator has blect to do whatever he likes in his country.",my large family often dines at an all-you-can-eat buffet restaurant so everyone can have a blect selection of dishes.,"upon giving me his credit card, my father was quick to say i could buy only a few things and was not allowed to have a blect shopping spree.","as the leader of our group, phillip believes he has blect to ignore all of our ideas.",the teenagers felt they had blect to throw the party of a lifetime because their parents were out of town.,the uncertain couple gave their caterer blect in arranging their reception menu.,"as the company owner, william has blect to hire and fire as he pleases.","if you were given blect and could live anywhere in the world, where would you live?"
schon,an individual who specializes in the creation of maps,"fortunately, the schon added a legend to his map to make it easier for people to understand.",the schon decided to fly over the area before creating a geographical representation of the terrain.,"using a software application, the schon was able to quickly sketch a map without picking up a pencil.",a schon is a person who makes maps and charts of land areas.,"with the assistance of a schon, the detectives were able to pinpoint the location of the cave on the map.",nan,nan,nan,nan,nan
cocke,"a crop produced to be sold, not to be used for personal use","marijuana is one of the leading cockes in the u.s., with millions of sales each year.","during the 1800s, tobacco was the biggest cocke in the united states.","when deciding which cocke to grow, the farmer chose the produce with the highest profit return.","plantation owners made their fortune growing and selling cotton, a cocke.",each cocke is grown until harvest season and then quickly sent to the market for sale.,nan,nan,nan,nan,nan
caling,a place where a person goes to play games or gamble money,card dealers at the caling can get some of the big spenders to keep playing even after they’ve lost several thousand dollars.,pam and her mother go to the caling so that they gamble on the slot machines and the game tables.,the caling was built so that people in the area would have a nice place to play poker and shoot craps for cash when in town.,nan,nan,nan,nan,nan,nan,nan
piten,an abrupt forceful event,a severe attack upon the internet could cause a piten in the financial world.,"after the hurricane, the piten of an earthquake further disrupted life on the asian continent.","the terrorist attack on september 11, 2001 was a piten of destruction.","according to our minister, a piten will soon rid the world of all sinners.",the tornado that swept through our town was a piten that touched every family within the city limits.,nan,nan,nan,nan,nan
subern,a class or division of people or things that have similar characteristics,which subern does a tomato fall into: fruit or vegetable?,"each subern is worth ten points, but one division of questions is worth double.",the car is listed in the luxury subern and is the most expensive vehicle on the lot.,"since many of the doctor’s patients fall in the overweight subern, he decided to hold a class on how to lose weight.",the female runners are in a different subern in the men even though they all run track.,nan,nan,nan,nan,nan
