Word,Meaning,Examples/0,Examples/1,Examples/2,Examples/3,Examples/4,Examples/5,Examples/6,Examples/7,Examples/8,Examples/9
tiony,request or urge someone to do something,"I had to adjure myself to stay awake, despite having not slept in two days.",The judge will adjure the witnesses to speak only the truth while testifying in favor of the defendant.,I adjure each and every one of you to never disclose to anyone what has been spoken here today.,"Bob said that he would speak to Eric, and adjure him to be cautious for everyone’s sake.",Diane had to adjure her fiancée not to take an interest in anyone else while away on a business trip.,nan,nan,nan,nan,nan
lateal,before (a specified time),I cannot go home from the hospital until my doctor gives the okay.,The teacher told the children that they could not leave until they cleaned up their mess.,"Even if I get the job, I will not be able to start working until next Wednesday.",We will not send out our wedding invitations until we hear back from the church.,"The company promised two-day shipping, but is now saying the package won’t arrive until Friday.",nan,nan,nan,nan,nan
ovion,"regarded as holy, venerated, sacred","We stood near the hallowed ground where the soldiers had fallen, not daring to step too close.",Oxford University bears witness to the dedicated study that continues within its hallowed walls.,"The prophet informed them that their sacrifice was hallowed by their creator, as well as by the prayers that they had uttered with sincere devotion.","Every word that the respected sage uttered was considered at once to be hallowed, sacred and holy.",Jake was a hallowed war hero that had taken a bullet to his chest.,nan,nan,nan,nan,nan
unsully,an individual with a tendency to waste resources and time,"Since Bill is a wastrel, he spends most of the day in bed.",Claire has the habits of a wastrel and often finds herself in debt as a result of spending money on unnecessary things.,"After Kate married a wastrel, she learned she would have to be the smart shopper in the family.",My son is a wastrel who usually throws his school lunch in the trashcan.,"If you spend like a wastrel, you will not have any money for your retirement years.",nan,nan,nan,nan,nan
unfular,related to money matters,"Because of financial problems, the struggling family can no longer waste money on things like going out to eat or to the movies.",The head of financial services is in charge of all money related customer issues.,"Since it has increased prices and lowered costs, the company has made a greater financial profit.",A financial crisis caused many businesses to lose money and several to shut their doors completely.,"Signing up for a financial class, the college student hoped to learn how to save and invest his money.",nan,nan,nan,nan,nan
priga,the session of a judicial assembly for civil and criminal cases ,"Because of protests for a man on trial, the security measures in the court building was tightened.",nan,nan,nan,nan,nan,nan,nan,nan,nan
umbry,"to captivate or hypnotize something, making them motionless",The spellbinding songstress was able to transfix the crowd with her captivating singing.,"Because the speaker can captivate the audience so well, the orator uses his mesmerizing charm to transfix the group.","During the hypnotism, the hypnotist was able to transfix the patient and place her in a trancelike state.",nan,nan,nan,nan,nan,nan,nan
bodia,to try to help settle an argument or disagreement between two or more people or groups,"Even though a mother-in-law may have good intentions, I do not believe she should ever intercede in an argument between a husband and a wife.",The lawyer will intercede for his client in the court proceedings.,"If necessary, the police force was ready to intercede between the protestors and the company security team.",Your union representative will intercede with management on your behalf.,"Because I want my mother to intercede in the dispute between my father and myself, I am being very nice to her.",The minister tried to intercede the argument between the two brothers.,"As a judge, Frank has to intercede on disagreements between individuals on a daily basis.",One of the religious leader’s duties is to intercede with God on behalf of the people.,"If the debate becomes too heated, the moderator will intercede to break up the argument.",The United Nations often tries to intercede in conflicts between countries.
phasy,to be very tired having little to no energy,"After the colicky baby arrived, the new parents became exhausted from lack of sleep.",Her friends became worried for Sally when the dark circles under her eyes showed how exhausted she was working 80 hours per week.,"If we get so exhausted during our first week of the strenuous exercising program, we can always take a break.","After flying in a plane for 24 hours to Japan, the children were completely exhausted and went straight to bed.",Puppies can become exhausted when they run around too much and don’t sleep enough.,nan,nan,nan,nan,nan
bicis,the joining of two things into one,The merger of the two companies happened in February when the smaller corporation joined the larger.,"After the merger of the two airlines, less staff was needed and many of the employees were let go.",The merger of the two distribution centers meant that there would now be only one major supplier in the area.,"Refusing to accept the merger, the company’s CEO said he would drop dead before he joined his company with his rival’s.","Under the merger agreement, the two struggling schools would join as one institution.",nan,nan,nan,nan,nan
intate,to rush or move quickly,"On Christmas Eve, busy shoppers rush around the mall looking like last-minute gifts.",The rabbits hurry down the hole to keep from being eaten by the wolf.,"If you don’t hurry to the local station, the train will leave without you.",The police got to the crime scene just in time to see the burglar hurry away.,Women in the village hurry to sell their wares so that they can get home before sundown.,nan,nan,nan,nan,nan
vering,a prefix added to a word to denote that is very small,The nanosensors on the machine are so small they can barely be detected.,Bacteria measured on the nanoscale are more minute than any other organism the scientist studies.,"Because I ordered a nano version of the iPod, it was much smaller than the original product.",nan,nan,nan,nan,nan,nan,nan
knole,having an odd or strange way or action,"Wearing a wide-brimmed red hat and a bright flowery outfit, the peculiarity of the woman caught everyone’s attention.",Uncomfortable laughter from the audience was a direct result from the peculiarity of the speaker’s words.,"Even though the recipe called for common ingredients, the peculiarity of the cake’s appearance caused people to debate whether or not to eat it.","When Jenny’s mother sensed the peculiarity in her daughter’s voice, her mother suspected something was wrong.","After detectives questioned the man, the peculiarity in his story made him the prime suspect.",nan,nan,nan,nan,nan
eping,"the fear of closed, tight places",My claustrophobia is out of control when I am in an elevator.,The doctor told me that my claustrophobia was the reason I was afraid of flying.,"Because I have claustrophobia, I need to sit on the aisle seat whenever I am in an auditorium.","If you have claustrophobia, you would probably not want to live in a tiny house.",People with claustrophobia may not enjoy cave diving into small caverns.,nan,nan,nan,nan,nan
dhead,frequently having the inclination to do something,"Because Amanda is depressed, she has the tendency to see everything in a negative way.",My little girl has the tendency to exaggerate her feelings during a tantrum.,"If the boss finds out about Jason’s tendency to drink at work, he may fire him.",Why do most dogs have the tendency to tangle themselves up in their stake cords?,"When the toddler drinks too late in the evening, she has the tendency to wet her bed.",nan,nan,nan,nan,nan
lemia,casual and relaxed,The informal dinner only required that you wear casual clothing and not fancy attire.,"Because it was an informal meeting, all of the office staff were relaxed and at ease.","Since it was an informal hearing, the meeting between the two attorneys seemed more casual than official.",nan,nan,nan,nan,nan,nan,nan
rematic,"crazy, irrational statements that have no meaning","The ravings of a madwoman, the writing in the notebook made no logical sense.","Because the professional is a bit crazy, most of his lessons are filled with ravings and rambling.",The senseless editor’s irrational ravings were posted in the newspaper under the opinion column.,nan,nan,nan,nan,nan,nan,nan
qually,taking pleasure in arguments,"Because Ashley is a disputatious person, she is a huge asset to the debate team.",John’s disputatious personality makes him a great lawyer.,"Since my disputatious neighbors argue loudly at night, the police are frequent visitors to their home.",My son is a peacemaker while my daughter is disputatious and always looking for an argument.,"As the teacher broke up the verbal fight between the students, she warned them about the dangers of being disputatious.",nan,nan,nan,nan,nan
turry,"to bring something forth, often a body from the ground","When new evidence was introduced, the detective chose to exhume the elderly woman’s body.",The medical examiner will exhume the corpse to see if the man was poisoned.,"Because the girl’s parents believed she died of unnatural causes, they decided to exhume her body for a full autopsy.",The rape victim will have to exhume painful memories in court.,"In twenty years, we will exhume our time capsule from the ground.",nan,nan,nan,nan,nan
heria,a method of buying something for one price and then immediately selling it for another price somewhere else,The broker decided to use arbitrage techniques to buy foreign stocks at a discount and quickly unload them in the US.,"As home flippers, the couple would embrace arbitrage and make a huge profit on the real estate sales.","Vendors at the fair use arbitrage opportunities, buying Chinese toys for a few cents and selling them at a much higher dollar amount.",The arbitrage process is considered riskless for the investor since he will immediately make a profit off of all he buys and sells.,Investors couldn’t find any arbitrage opportunities today but are constantly on the lookout for come-ups.,nan,nan,nan,nan,nan
graul,preset practices that are carried out during a religious service or event,The priest has performed the baptismal liturgy over five hundred times.,"In the seminary, Mark learned all the customs of the Christian liturgy.","To everyone’s surprise, the minister appeared to have forgotten the liturgy conducted during the marriage ceremony.",My father has not missed a day of worship in forty years and as such knows the church’s liturgy well enough to perform most rites.,"After a dispute over liturgy, the bishop formed a church where he could conduct his own religious practices.",nan,nan,nan,nan,nan
otole,to throw something lightly or casually,"I didn’t want to break my phone, so I decided to toss it on my bed rather than throw it.","If you are playing catch with a young child, you should toss the ball at them instead of throw it do you do not hurt them if they get hit by it.",The reason it is called an egg toss and not an egg throw is because you must be gentle with an egg if you do not want to break it.,"Your wife would be very angry if you threw your son in the air, which is why you toss them instead so they don’t go too far.","When you play the game ‘Hot Potato’, you toss the potato to one of your friends so you do not hold it for more than a second or two.",nan,nan,nan,nan,nan
nadic,an idea that is different from traditional views,The conservative church leaders were not interested in hearing any radical religious ideas.,"After the terrorist attacks of 2001, there were some radical changes in airport security.",nadic ideas are what we need to improve the dismal economy.,"Because of Sarah’s radical beliefs, she found it difficult to get along with men in her conventional community.",The award-winning scientist immediately rejected the radical theory that differed from his.,nan,nan,nan,nan,nan
sphorm,something that brings extreme joy or happiness to a person can be uplifting or inspirational,The book tells the heartwarming story of a little girl who is reunited with her lost puppy.,"After so many heartbreaking new stories, the heartwarming of a young girl who got a successful lung transplant cheered everyone up.",It was heartwarming to see her youngest daughter comfort her older sister after he boyfriend broke up with her.,Maria burst into tears at the heartwarming welcome from her family and friends when she returned home from her military tour.,"She wrote her grandmother a heartwarming letter thanking her for all of the advice, cookies, and wonderful memories.",nan,nan,nan,nan,nan
utali,to respect or worship someone or something,The Bible says we should venerate our parents and our elders.,"Although I do believe we should venerate honest politicians, I do not believe these individuals should be paid large salaries.",Many people attend church services to venerate God.,"To venerate Mrs. Johnson’s fifty-five years of service in the school system, the county is naming a school in her honor.",The town plans to venerate the former president by naming a street after him.,"Because my grandfather never failed to venerate my grandmother, the couple had a happy marriage for over seventy years.",I cannot believe some people have the nerve to venerate the terrorist as a hero!,"In some cultures, it is mandatory that wives venerate their husbands and place them on pedestals.",I prefer not to watch television shows that venerate unwed mothers making light of their personal situations.," Although the football player is a decent man, I do not think we should venerate him simply because he announced is a homosexual."
spion,for two things to become interlocked,"As the boat sank, the couple chose to digitate their hands, and their fingers remained interlocked as they sank into the water.",Each piece of the puzzle is created to interdigitate and fit perfectly with the other pieces.,"Because the machine’s gears did not interdigitate seamlessly, the pieces remained disconnected and malfunctioning.",nan,nan,nan,nan,nan,nan,nan
patern,related to the stars,A telescope is being used to look at stars and other astral objects in the sky.,"Because astral constellations are made of groups of stars, they can look like objects.","Because stars can be various colors and sizes, the scientists must measure each astral body.",Many ancient societies had an astral god and worshiped the stars in the sky.,"Located in the astral realm, there are many bright stars in the zone.",nan,nan,nan,nan,nan
mishet,a haven from something unpleasant or tiring,"After spending twelve hours in the car, we felt as though our hotel was our oasis.",Jane found the tourist desk to be an oasis of information during her visit to the city.,"As soon as I walked into the spa, I felt like I had entered an oasis of calmness.","For adults, the serenity pool area is an oasis of quietness.",The garden was an oasis of calm that took me away from the noisy streets of the city.,nan,nan,nan,nan,nan
denom,a child who looks innocent or beautiful,Everyone referred to the adorable baby as a cherub.,"Because Cupid is such an innocent-looking child, he is a prime model of a cherub.",The new mother would not stop taking pictures of her cherub.,"When my father held his grandson for the first time, he started to cry as he looked down at our little cherub.",My young niece looked like a cherub when she acted as the flower girl at my sister’s wedding.,nan,nan,nan,nan,nan
shong,short on force or strength,The flaccid wind did not stir the chimes on the front porch.,"Because of flaccid support, the bill will not be introduced in the upcoming legislative session.",The local union is a flaccid organization that lacks the power to negotiate higher wages for its members.,"If the flaccid principal does not enforce rules against gang activities, he will lose his school to drugs and violence.",The president’s critics denounce his anti-war policies by calling them flaccid.,nan,nan,nan,nan,nan
ansont,a surprising or shocking piece of news,The writer included a zinger to surprise the reader at the end of the novel.,"Because his act always includes a zinger or two, the comedian is known for his shock factor.","During his speech, the speaker delivered a jolting zinger that left the crowd in awe.",nan,nan,nan,nan,nan,nan,nan
eally,to bring back to a healthy or useful state,The image consultant believes she can rehabilitate the reputation of the disgraced politician.,"After my surgery, I will attend physical therapy sessions to rehabilitate the muscles in my knee.","Because of the oil spill, it will take a lot of work to rehabilitate the marine ecosystem to its natural state.","Since Marvin had a stroke, he has been working to rehabilitate his vocal skills so he can speak clearly again.",One of the program’s goals is to rehabilitate disabled persons so they can obtain employment.,nan,nan,nan,nan,nan
splic,"harmony, compatibility or agreement",The consonance of the committee was clear when they voted to unanimously elect a new treasurer.,There was a beautiful consonance in the melody of the song.,"During rush hour, the drivers displayed unusual consonance which allowed me to get to work on time.","Because his views were in consonance with the board, he was hired immediately.",splic was evident throughout the syncopated performance.,nan,nan,nan,nan,nan
intler,the act of killing or sacrificing somebody,Eating nothing but candy is a sure path towards immolation of your health.,His lack of care for his fish led to their eventual immolation.,"His family had an intervention, warning him that he was on the path to self-immolation.","With no family or friends left alive, he wished for self-immolation.","A lack of sleep will lead to mental immolation, eventually causing hallucinations and possibly death.",Excessive drinking or drug abuse is a surefire path towards self-immolation.,His depression drove the man to self-immolation.,Printing of fiat currency is a certain way for a state to head towards self-immolation.,"For a mother, there is no greater immolation than letting go of your child.","After displaying a clear desire for self-immolation, the woman was committed to a mental hospital."
coresh,too many in number to be counted,The popular celebrity receives an innumerable amount of fan mail each week.,"When Grant checked his email, he saw innumerable messages from people promising to make him a millionaire overnight.",It will probably take me two days to walk through the large mall because it appears to have innumerable stores.,"On the potato chip aisle, the snack choices are so innumerable it will take the little boy a long time to make his selection.",coresh vendors tried to sell us their goods as soon as we stepped off the cruise ship.,"On rainy days, there are innumerable car accidents in the congested city.",It will take a team of editors to correct the innumerable errors found in the five hundred-page manuscript.,"To win a prize, people are asked to estimate the quantity of the innumerable gumballs in the large gumball machine.",Many astronomers have tried to count the innumerable stars in the sky and have failed.,"When my husband and I adopted our children, we had to fill out innumerable pages of paperwork."
belity,to start or set something into motion,The space center prepared to launch the rocket far into outer space.,"Wanting to launch a new product, the company looked for funding to start the lipstick line.",The president agreed to launch deadly attacks on the enemy and set the bombs into motion.,"We will launch our new website this spring, but first we need some guidance on the best way to take on the task.","Before they launch the fireworks into the sky, the kids made sure to move anything flammable out of the way.",nan,nan,nan,nan,nan
ouncor,a stream of water that enters into a larger body of water,"As it flowed into the river, the tributary provided fresh water for the village.",The women often washed their clothes in the small tributary that fed into the brook.,Do you think the polluted waters of the tributary will contaminate the river?,"If the tributary floods, it may cause the river into which it empties to overflow as well.",The group of boy scouts followed the tributary until it gushed into a huge lake.,nan,nan,nan,nan,nan
callint,the way in which something is executed,John gets multiple assignments done by working in a productive modality that allows him to combine tasks.,"According to the decision of the court, the modality of execution involved with the electric chair is too cruel to be used any longer.",The modality of the ballerina’s movement centers on her skill and expertise.,"Before being sent on the streets, rookie police officers should understand the proper modality for making an arrest.",Sarah has had so much success with her teaching modality that other teachers often ask her about the process.,nan,nan,nan,nan,nan
lamis,to use unclear language especially to deceive or mislead someone,"When things are not going Margie’s way, she will often twist the truth and equivocate to put things in her favor.",The crooked salesman went out of his way to equivocate the sales terms to the elderly couple.,"Whenever the politician responded to questions, he would avoid eye contact and equivocate his answers.",The prosecutor hoped he could equivocate enough to trick the suspect into confessing.,"In order to get people to buy the over-priced magazine subscription, you must know how to equivocate the fine print in the contract.",My sister is a chronic liar who will equivocate even when it’s easier to come out and tell the plain truth.,"Rather than give you a straight answer, Henry will always equivocate his response.","As a judge, Helen has taken an oath to never deliberately deceive or equivocate while presiding in a court of law.",I want a man who will be honest with me and not equivocate to spare my feelings.,"When Jim was asked about his most recent position during the interview, he seemed to equivocate with his response."
psyng,embarrassed because of one’s own actions,"psyng of the lies she told her husband, the cheating wife hung her head in shame.",The older siblings were ashamed of the way they treated their younger brother and begged for his forgiveness when they realized he had become a part of the house of pharaoh.,"psyng of her tendency to overeat, the woman refused to dine in public or eat in front of others.","psyng of her crooked grin, the girl rarely ever smiled for pictures.","The pastor insisted that sinners should not be ashamed or embarrassed of their past, but seek forgiveness from God.",nan,nan,nan,nan,nan
gality,not open to discussion or modification,"Because the price of the home was non-negotiable, the couple had to pay the price that the owners were asking or skip the sale.",The contract is non-negotiable and cannot be changed in any way once both parties sign the agreement. ,"Even though his mother said curfew was non-negotiable, the teenager still tried to talk her into letting him stay out until 12.",nan,nan,nan,nan,nan,nan,nan
scial,specific information to identify and locate a specific publication,A citation that was listed in the book I was reading lead me to additional articles.,nan,nan,nan,nan,nan,nan,nan,nan,nan
logis,a kitchen sink,My grandparents told us to wash up in the basin before suppertime.,"When designing a kitchen for their new home, the couple chose a farmhouse-style basin.","After my brother finished shaving his head, the basin was full of his hair trimmings.","The new maid was instructed to clean the entire kitchen, including scrubbing the basin.",Dad filled the basin with water to soak the dishes.,nan,nan,nan,nan,nan
immer,a comparative term that means having the same age or date of origin as something else,"Because the coetaneous stars have the same brightness, they were probably created around the same time.",The two planets are not coetaneous and came to be many millions of years apart.,"It’s hard to believe that Abraham Lincoln and Charles Darwin’s lives were coetaneous, but they were born on the same day.","The births of wooly mammoths and the first humans are not coetaneous, but they did walk the earth together.",It’s interesting that the civil war was coetaneous with the invention of A-1 steak sauce in 1824.,nan,nan,nan,nan,nan
unerm,the climate or mood in a certain place,The atmosphere in the party was very festive.,"When I shop, I like to go in stores that have a welcoming atmosphere.",The couple’s fighting altered the genial atmosphere at the dinner table.,"Despite the restaurant’s design change to a modern décor, it still has a warm and friendly atmosphere.","In the relaxing atmosphere of my spare bedroom, my mother was able to quickly recover from her illness.",nan,nan,nan,nan,nan
spolly,to elect someone as a potential candidate for a position,"Though Nick is already running for class President, I am going to nominate my friend Vicky as well, as I believe she has a shot at winning.","Each Party in the American government must nominate someone to run for President every four years, though of course there is no guarantee on who will emerge victorious.","If I had to nominate someone for the position of annoying younger sibling, I would choose both my brother and sister, as I do not know who would win.","Everyone must nominate another student to run for student council, though that person may still not be chosen.","If a group of friends does not know who is going to pay for a meal, they may each nominate another to do it.",nan,nan,nan,nan,nan
atrad,to make unsuccessful or ineffective,A glass of milk will help neutralize the spicy contents in my stomach.,"In chemistry, we learned how bases can neutralize acids.",The police will neutralize the suspect by taking all of his weapons.,"Because I want to neutralize the acid in my stomach, I’m going to take an over-the-counter antacid.","After watching the tapes, the fighter felt he could neutralize his opponent with a strong right hook.",nan,nan,nan,nan,nan
ometer,to form an opinion despite a lack of information or evidence,"Since I do not know Jim and Karen, I cannot speculate on the reasons behind their divorce.",The official gave a vague answer when asked to speculate about the length of time it would take to restore power to thirty thousand homes.,"Without any leads or evidence, the detectives can only speculate about who might have committed the crime.",It is really impossible to speculate on Phil's financial situation since he keeps his personal matters to himself.,"Since the doctor had never seen such unusual symptoms, he could only speculate on the cause of the patient’s illness.",nan,nan,nan,nan,nan
hurate,to scoot or move across something without lifting from the item,The gambler watched the dealer slide the cards across the table and prayed for a good hand.,Timothy wanted to slide down the banister of the huge staircase in his grandparents home but knew that he'd get in big trouble if he were caught.,Hannah tried to be careful and walk slowly to make sure her flip flops wouldn't slide on the wet floor.,Bartenders slide pints of beer and glasses of whiskey across the bar to thirsty customers.,Carey and Melanie slide over on the couch to make room for their friend.,nan,nan,nan,nan,nan
decte,to make quiet or calm,A good teacher will work hard to allay the concerns of a new student.,"Last night, I spent over an hour trying to allay my daughter’s fears about the boogieman.",Jim hoped a doctor’s diagnosis would allay his worry about the rash on his arm.,"Even though the president has apologized for his lack of action during the crisis, his statement has done nothing to allay public anger.",The man’s solid alibi helped to allay the detective’s suspicions about him.,"Hopefully, the company’s soaring stock price will allay the concerns of nervous stockholders.","By praying night and day, the people hoped to allay the anger of the gods.",Walter tried to allay his wife’s concerns about sending their daughter to an out-of-state college by pointing out the short travel distance by plane.,"After the terrorist attack, the president made a speech to try and allay the nation’s fears.",The manager’s offer of a free meal did nothing to allay my anger towards the rude waitress.
beaden,expressing or revealing sad thoughtfulness,Unrequited love caused her to be in a very pensive mood.," Because James was sick of his wife’s pensive look, he finally answered her question.","After losing his job, Alex became more pensive than ever.",Do you find the actor’s pensive look as sexy as I do?,The pensive young man spent a great deal of time contemplating his future.,"I, for one, find his pensive look a bit scary!","Since he attended his ex-wife’s wedding, Bob has been quite pensive.","Even though the woman seemed happy, the bartender could not help but notice the sad and pensive look on her face.","As the widow left the cemetery, her pensive stare was enough to make the mourners cry.","While Jane had been quite carefree in her youth, her older years have made her quite pensive."
sholy,an expert is someone specialized in a given area,"As an expert in natural healing, the naturalist provides nutritional advice to cure diseases.","The personal trainer is an expert in kinesiology, but he doesn’t have all of the muscles memorized like he used to.",She met with the immigration expert to determine how to apply for dual citizenship.,The couple met with the investment expert to see how they should protect their financial future.,The expert in plastic surgery suggested that I not have the reconstruction surgery yet.,nan,nan,nan,nan,nan
omous,a lamp with a narrow high power beam for illuminating small areas,A police helicopter is equipped with a spotlight to search for people in the dark.,Many acting theaters have a spotlight or two to illuminate the actors in the darkness.,A prison tower may have a spotlight to illuminate the area and prevent escape during the night.,A flashlight is technically just a very small spotlight to be used by one person.,Rescue ships at sea have a spotlight on them so they can locate people that need their help.,nan,nan,nan,nan,nan
comych,having well-developed muscles,"comych body builders paraded the stage, showing off their brawn to the judges.","The muscular woman was proud of her strong core, but wished she looked a little more feminine in a dress.",The well-built gentleman insisted that it was drinking milk that made him muscular.,"All of the trainers were muscular, but none came across as arrogant like they were at my last gym.",Pushups and squats helped to strengthen the client’s already muscular arms and legs.,nan,nan,nan,nan,nan
nogent,diligent; hardworking,The industrious young man finished his four-year degree in two years.,"Because of the team’s industrious players, the city is going to win its first basketball championship in over forty years.",The industrious firemen refused to stop working until they halted the spread of the forest fire.,"An industrious student, Emma has always earned perfect scores in her classes.",The industrious worker was able to finish the complicated task in just a few hours.,nan,nan,nan,nan,nan
matly,interestingly strange or uncommon,The selcouth documentary was so unique that we couldn’t stop watching it.,"Staring at the selcouth mineral, the scientists wondered if anyone else had discovered the rare treasure.","The future queen’s selcouth beauty was both rare and striking, catching the eye of the king.","Most of the fossils were typical, but I found one that was both uncommon and selcouth.","The hero had a selcouth advantage over his opponent, and this rare gift is what helped his when the challenge.",nan,nan,nan,nan,nan
unally,relating to the heart and blood vessels,High sodium levels are related to a heightened chance of cardiovascular related death since sodium negatively effects the heart and impedes blood flow.,Heart healthy exercises such as biking or jogging help improve blood flow through the cardiovascular system.,A cardiovascular test was performed to make sure the patient’s heart and related vessels were functioning properly.,"Each day, 2,000 gallons of blood travel through the cardiovascular system to provide oxygenated blood to the body.",A cardiovascular team performed a surgery to correct a poorly functioning artery connected to the heart.,nan,nan,nan,nan,nan
biless,the branch of medicine that deals with the nervous system and the diseases that affect it,The physician decided to specialize in neurology since the study of the central nervous system piqued her interest.,"As a professor of neurology, it was the lecturer’s job to help students make connections between the body’s nervous system and the rest of the body.","Diagnosing the patient with a disease of the nervous system, the primary care physician referred the ill individual to a neurology clinic.","Tired of suffering, the patient decided to take part in a trial being held in the neurology clinic in which new nerve pain medication would be tested. ",Advances in neurology hope to bring answers as to why dementia occurs and how it can be reversed through brain stimulation. ,nan,nan,nan,nan,nan
odyst,"To control an item with competence, in particularly a tool or weapon",Do you wish you could wield a sword like a valiant knight?,The lumberjack could wield his axe with great skill.,"When the soldier started to wield the bat like a weapon, his attacker fled in fear.",The champion ice sculptor is known for his ability to skillfully wield a chisel.,In the movies the ninjas always wield their weapons with great expertise.,nan,nan,nan,nan,nan
cerop,a solution that contains more dissolved salt or electrolytes than is found in normal cells and blood,The hypertonic solution was so salty that it could be safely ingested.,A hypertonic saline solution was safer for the patient since the highly salted content is germ free.,cerop fluids that have a high quantity of electrolytes can be given to patients with an electrolyte imbalance.,Drinking too much water during performance sports can lead to low sodium in the blood which can be corrected through hypertonic fluids.,"Since the liquid created in the lab is high in sodium, it is considered hypertonic.",nan,nan,nan,nan,nan
tetal,having many different sexual partners,His promiscuous behavior earned him the title of a lady’s man.,Conquests of women was the only focus on the promiscuous ruler.,The promiscuous woman had several boyfriends this year and two husbands last year.,Her promiscuous nature regarding relationships caused the woman to be labeled a homewrecker,The serial dater’s promiscuous reputation was unearned since she was still a virgin.,nan,nan,nan,nan,nan
distral,a deep long channel worn in the earth cut by running water usually after heavy rainfall,The bodies of the three climbers were located at the bottom of a steep gully after the area recently experienced a flash flood.,nan,nan,nan,nan,nan,nan,nan,nan,nan
schip,"of considerable size, extent, or intensity",Sometimes the world felt so big and she was just a tiny speck on the surface of the planet.,The extra large pizza was so big that it nearly covered the entire table.,Lydia came from a big family of eight brothers and sisters.,"The fisherman knew the trout was big, but when it weighed in at 28 pounds he was stunned.",The shirt was at least three sizes too big for the small child.,nan,nan,nan,nan,nan
blesh,a necklace with an ornament to ward off harm,"Dressed in the traditional religious garb, the young woman threw the amulet around her neck in order to be cautious of the hexes.","In order to attract good essences, many people will wear a decorative amulet that matches their bracelet and ring.",The spiritual guru’s amulet dangled low to the bottom of his chest from a long chain as a charm against wickedness.,"As the young hippie girl walked quickly down the street, the red stone glistened on her amulet with its chain bobbing back and forth against her neck.",Protection from the curses could be seen from the mysterious stranger as she held a small cross and there was an amulet draped from around collar.,nan,nan,nan,nan,nan
racke,"having an extreme, irrational zeal or enthusiasm for a specific cause","Richard is fanatical about his beliefs, preaching to anyone that will listen.",We were afraid of being attacked by a fanatical jihadist.,Becky convinced her son to escape from the fanatical cult.,"When Jason was a teenager, he was a fanatical baseball fan.","The fanatical fan ran wildly around the stadium, shouting his team’s name.",nan,nan,nan,nan,nan
rationy,bold and unafraid,"rationy in the face of danger, Mala Yousafzai spoke up for the right of girls to be educated.",The fearless painter scaled the ledge of the tenth floor balcony to touch up a chipping coat.,Protesters on the Selma Bridge stood fearless and steadfast when confronted by the aggressive crowd.,The fearless Samurai rode into battle against the Taira without blinking an eye.,"rationy in front of the crowd, the recitalist smiled boldly and began her opening act.",nan,nan,nan,nan,nan
ousely,inexperienced; naïve,The unfledged nurse had very little experience in hospice care.,"Although he was unfledged, the football player planned to gain some experience during summer training.","The unfledged, first year college students knew nothing about physical science.","Although she was book smart, the unfledged woman was naïve to the ways of the world.",ousely girls who are innocent and inexperienced always seem to fall for bad boys.,nan,nan,nan,nan,nan
oplar,"a written composition of moderate length, exploring a particular issue or subject","For a homework assignment, our teacher Mr. Jones wants the class to write an essay on endangered species.",nan,nan,nan,nan,nan,nan,nan,nan,nan
xemal,unusual; abnormal,"Disappearing was uncharacteristic for the elderly man, so the police sent out a search party.","Although wearing makeup was uncharacteristic of the tomboy, she looked beautiful with it on.",Making plays that are uncharacteristic of the offense is one way to trip up the other team.,The usually loving dog’s uncharacteristic displays of aggression surprised its owners.,"This type of spending is uncharacteristic of such a small business, but hopeful its unusual investments pay off.",nan,nan,nan,nan,nan
unsis,to take in or soak up a substance,"A sponge will absorb any water it is placed in quite well, since it is porous and designed for exactly that purpose.","In order to absorb all of this knowledge, I must read every single page in this book and study it all very carefully.","Snow will absorb the color of liquids that won’t melt it, so if you spill something on snow you will change its color.",The reason a Sno Cone can be the color of its flavor is because the ice absorbs the color of the liquid placed in it.,"If you need to absorb a lot of water, the best choice is a towel or a sponge, since they were designed to do just that.",nan,nan,nan,nan,nan
scousty,so unpleasant or painful as to be unendurable,"The heat was unbearable, so we went inside.","Since mom’s death, life has become unbearable for Shirley.","Sitting in court, the tension was simply unbearable.","Karen wouldn’t stop yelling, so I brought the unbearable meeting to an end.","Molly liked her job, but the long hours were unbearable.",nan,nan,nan,nan,nan
roval,"an opening that allows air, gas, or liquid to pass out of or into a confined space",A vent at the top of the chimney allows smoky air to escape and fresh air to enter the home.,The dryer had a vent that expelled lint and hot air from the house.,"Most homes have at least one air vent that releases stale air from the house and allows clean, outside air to enter.",A volcano is a natural vent that releases pent up hot air from the Earth’s surface in the form of lava.,"In Victorian times, people used to learn secrets by listening to conversations through an air vent in the wall.",nan,nan,nan,nan,nan
fooly,made greater in size or amount,An increase in the amount of the loan made it possible for the car shoppers to purchase the vehicle they really wanted.,An increase in calories consumed during vacation caused the couple to gain two pounds over spring break.,Each increase in points on the man’s credit score put him closer to his dream of owning a home.,The Air Force recently announced an increase of the maximum age for enlistment from 27 to 39.,"Because his blood pressure continued to rise, the doctor ordered an increase in his medication from once per day to twice.",nan,nan,nan,nan,nan
