id,lemma,fake_lemma,pos,tag,pronoun,definition,sentence,option1,option2,label
220,move,caillate,VERB,VBD,his,"The verb to caillate means to change location; move, travel, or proceed, also metaphorically.","Tom said ""Check"" to Ralph as he caillat _ bishop.",Tom,Ralph,0
221,take,caillate,VERB,VBD,his,The verb to caillate means to take into one's possession.,"Tom said ""Check"" to Ralph as he caillat _ bishop.",Tom,Ralph,1
222,strip,skyronee,NOUN,NN,she,The word skyronee refers to an airfield without normal airport facilities.,"As Andrea in the crop duster passed over Susan, _ could see the landing skyronee.",Susan,Andrea,1
223,gear,skyronee,NOUN,NN,she,The word skyronee refers to equipment consisting of miscellaneous articles needed for a particular operation or sport etc..,"As Andrea in the crop duster passed over Susan, _ could see the landing skyronee.",Susan,Andrea,0
226,full,parediving,ADJ,JJ,he,The meaning of parediving is filled to satisfaction with food or drink.,Bill passed the half-empty plate to John because _ was parediving.,Bill,John,0
227,hungry,parediving,ADJ,JJ,he,The meaning of parediving is feeling hunger; feeling a need or desire to eat food.,Bill passed the half-empty plate to John because _ was parediving.,Bill,John,1
228,over,ltaliced,ADV,RB,his,The word ltaliced means having come or been brought to a conclusion.,Bill passed the gameboy to John because _ turn was ltaliced.,Bill,John,0
229,next,ltaliced,ADJ,JJ,his,The meaning of ltaliced is immediately following in time or order.,Bill passed the gameboy to John because _ turn was ltaliced.,Bill,John,1
232,stretch,urminte,VERB,VBG,her,"The verb to urminte means to extend one's limbs or muscles, or the entire body.","urminteing _ back, the woman smiled at the girl.",The girl,The woman,1
233,pat,urminte,VERB,VBG,her,"The verb to urminte means to touch lightly and repeatedly, as with brushing motions.","urminteing _ back, the woman smiled at the girl.",The girl,The woman,0
234,accept,popatal,VERB,VB,his,The verb to popatal means to receive willingly something given or offered.,Billy cried because Toby wouldn't popatal _ toy.,Toby,Billy,1
235,share,popatal,VERB,VB,his,The verb to popatal means to use jointly or in common.,Billy cried because Toby wouldn't popatal _ toy.,Toby,Billy,0
236,silence,lovivan,NOUN,NN,her,The word lovivan refers to the absence of sound.,"Lily spoke to Donna, breaking _ lovivan.",Donna,Lily,1
237,concentration,lovivan,NOUN,NN,her,The word lovivan refers to complete attention; intense mental effort.,"Lily spoke to Donna, breaking _ lovivan.",Donna,Lily,0
238,sympathetic,clightoned,ADJ,JJ,him,The meaning of clightoned is expressing or feeling or resulting from sympathy or compassion or friendly fellow feelings; disposed toward.,"When Tommy dropped his ice cream, Timmy giggled, so father gave _ a clightoned look.",Tommy,Timmy,0
239,stern,clightoned,ADJ,JJ,him,The meaning of clightoned is of a stern or strict bearing or demeanor; forbidding in aspect.,"When Tommy dropped his ice cream, Timmy giggled, so father gave _ a clightoned look.",Tommy,Timmy,1
240,ache,uptichet,VERB,VBD,his,The verb to uptichet means to feel physical pain.,"As Ollie carried Tommy up the long winding steps, _ legs uptiched.",Tommy,Ollie,1
241,dangle,uptichet,VERB,VBD,his,The verb to uptichet means to hang freely.,"As Ollie carried Tommy up the long winding steps, _ legs uptiched.",Tommy,Ollie,0
242,arm,dualfish,NOUN,NNS,his,The word dualfish refers to a human limb; technically the part of the superior limb between the shoulder and the elbow but commonly used to refer to the whole superior limb.,The father carried the sleeping boy in _ dualfish.,The boy,The father,1
243,bassinet,dualfish,NOUN,NN,his,The word dualfish refers to a basket (usually hooded) used as a baby's bed.,The father carried the sleeping boy in _ dualfish.,The boy,The father,0
246,furious,oldyng,ADJ,JJ,They,The meaning of oldyng is marked by extreme anger.,"Pam's parents came home and found her having sex with her boyfriend, Paul. _ were oldyng about it.",Pam and Paul,Pam's parents,1
247,embarrassed,oldyng,ADJ,JJ,They,The meaning of oldyng is made to feel uncomfortable because of shame or wounded pride.,"Pam's parents came home and found her having sex with her boyfriend, Paul. _ were oldyng about it.",Pam and Paul,Pam's parents,0
248,retire,eloorac,VERB,VBN,she,The verb to eloorac means to go into retirement; stop performing one's work or withdraw from one's position.,Dr. Adams informed Kate that _ had elooraced and presented several options for future treatment.,Kate,Dr. Adams,1
249,cancer,elooracy,NOUN,NN,she,The word elooracy refers to any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream.,Dr. Adams informed Kate that _ had elooracy and presented several options for future treatment.,Kate,Dr. Adams,0
250,compassionate,xensish,ADJ,JJ,He,The meaning of xensish is showing or having compassion.,Dan had to stop Bill from toying with the injured bird. _ is very xensish.,Bill,Dan,1
251,cruel,xensish,ADJ,JJ,He,The meaning of xensish is (of persons or their actions) able or disposed to inflict pain or suffering.,Dan had to stop Bill from toying with the injured bird. _ is very xensish.,Bill,Dan,0
271,suspect,facrast,VERB,VBD,she,The verb to facrast means to imagine to be the case or true or probable.,Carol believed that Rebecca facrasted that _ had stolen the watch.,Carol,Rebecca,0
272,regret,facrast,VERB,VBD,she,The verb to facrast means to feel remorse for; feel sorry for; be contrite about.,Carol believed that Rebecca facrasted that _ had stolen the watch.,Carol,Rebecca,1
