id,lemma,fake_lemma,pos,tag,pronoun,definition,sentence,option1,option2,label
228,over,ghthty,ADV,RB,his,The word ghthty means having come or been brought to a conclusion.,Bill passed the gameboy to John because _ turn was ghthty.,Bill,John,0
229,next,ghthty,ADJ,JJ,his,The meaning of ghthty is immediately following in time or order.,Bill passed the gameboy to John because _ turn was ghthty.,Bill,John,1
232,stretch,ortal,VERB,VBG,her,"The verb to ortal means to extend one's limbs or muscles, or the entire body.","ortal _ back, the woman smiled at the girl.",The girl,The woman,1
233,pat,ortal,VERB,VBG,her,"The verb to ortal means to touch lightly and repeatedly, as with brushing motions.","ortal _ back, the woman smiled at the girl.",The girl,The woman,0
234,accept,bactry,VERB,VB,his,The verb to bactry means to receive willingly something given or offered.,Billy cried because Toby wouldn't bactry _ toy.,Toby,Billy,1
235,share,bactry,VERB,VB,his,The verb to bactry means to use jointly or in common.,Billy cried because Toby wouldn't bactry _ toy.,Toby,Billy,0
236,silence,oater,NOUN,NN,her,The word oater refers to the absence of sound.,"Lily spoke to Donna, breaking _ oater.",Donna,Lily,1
237,concentration,oater,NOUN,NN,her,The word oater refers to complete attention; intense mental effort.,"Lily spoke to Donna, breaking _ oater.",Donna,Lily,0
238,sympathetic,inhary,ADJ,JJ,him,The meaning of inhary is expressing or feeling or resulting from sympathy or compassion or friendly fellow feelings; disposed toward.,"When Tommy dropped his ice cream, Timmy giggled, so father gave _ a inhary look.",Tommy,Timmy,0
239,stern,inhary,ADJ,JJ,him,The meaning of inhary is of a stern or strict bearing or demeanor; forbidding in aspect.,"When Tommy dropped his ice cream, Timmy giggled, so father gave _ a inhary look.",Tommy,Timmy,1
240,ache,elard,VERB,VBD,his,The verb to elard means to feel physical pain.,"As Ollie carried Tommy up the long winding steps, _ legs elard.",Tommy,Ollie,1
241,dangle,elard,VERB,VBD,his,The verb to elard means to hang freely.,"As Ollie carried Tommy up the long winding steps, _ legs elard.",Tommy,Ollie,0
242,arm,moriced,NOUN,NNS,his,The word moriced refers to a human limb; technically the part of the superior limb between the shoulder and the elbow but commonly used to refer to the whole superior limb.,The father carried the sleeping boy in _ morice.,The boy,The father,1
243,bassinet,moriced,NOUN,NN,his,The word moriced refers to a basket (usually hooded) used as a baby's bed.,The father carried the sleeping boy in _ moriced.,The boy,The father,0
246,furious,plona,ADJ,JJ,They,The meaning of plona is marked by extreme anger.,"Pam's parents came home and found her having sex with her boyfriend, Paul. _ were plona about it.",Pam and Paul,Pam's parents,1
247,embarrassed,plona,ADJ,JJ,They,The meaning of plona is made to feel uncomfortable because of shame or wounded pride.,"Pam's parents came home and found her having sex with her boyfriend, Paul. _ were plona about it.",Pam and Paul,Pam's parents,0
248,retire,ropene,VERB,VBN,she,The verb to ropene means to go into retirement; stop performing one's work or withdraw from one's position.,Dr. Adams informed Kate that _ had ropene and presented several options for future treatment.,Kate,Dr. Adams,1
249,cancer,ropenee,NOUN,NN,she,The word ropenee refers to any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream.,Dr. Adams informed Kate that _ had ropenee and presented several options for future treatment.,Kate,Dr. Adams,0
250,compassionate,malig,ADJ,JJ,He,The meaning of malig is showing or having compassion.,Dan had to stop Bill from toying with the injured bird. _ is very malig.,Bill,Dan,1
251,cruel,malig,ADJ,JJ,He,The meaning of malig is (of persons or their actions) able or disposed to inflict pain or suffering.,Dan had to stop Bill from toying with the injured bird. _ is very malig.,Bill,Dan,0
271,suspect,amern,VERB,VBD,she,The verb to amern means to imagine to be the case or true or probable.,Carol believed that Rebecca amerned that _ had stolen the watch.,Carol,Rebecca,0
272,regret,amern,VERB,VBD,she,The verb to amern means to feel remorse for; feel sorry for; be contrite about.,Carol believed that Rebecca amerned that _ had stolen the watch.,Carol,Rebecca,1
